rank,country,uid,name,accuracy,play count,level,pp,SS,S,A
1575,jp,1184175,Reira,99.20%,18766,100,6562,16,189,310
1576,gb,1825822,Saferon,98.56%,60000,100,6562,242,1735,516
1577,my,4025232,TheSomething,98.95%,44031,100,6562,34,824,1198
1578,ca,2253645,Troy,98.77%,41054,100,6561,13,406,328
1579,br,2450945,sushimi,98.54%,40877,100,6561,64,1171,810
1580,kr,1470834,util,97.67%,60459,100,6560,18,800,945
1581,es,4759050,MortalStriker,98.85%,39553,100,6560,108,931,516
1582,de,8147403,Knalli,98.34%,23663,100,6560,56,720,788
1583,jp,3203059,sora_25,99.44%,70757,101,6558,555,1686,394
1584,pl,4294741,bjbmw,98.81%,100958,100,6558,108,616,402
1585,fr,4381959,chtioploute62,98.35%,55549,100,6558,69,617,704
1586,at,2167069,PandaDesu,99.30%,79557,101,6557,479,1162,817
1587,be,2140973,Nerox,99.09%,48174,100,6557,140,1325,627
1588,fi,3517198,Poofie,98.79%,66360,101,6557,64,1103,1479
1589,ar,3171800,Fervore,98.20%,40862,100,6555,30,726,807
1590,gb,3253550,Linkle,97.59%,19413,100,6555,30,305,249
1591,kr,3794345,- -,96.82%,108352,100,6555,612,1748,605
1592,us,4321876,KoaLeahq,99.08%,46811,100,6554,54,865,523
1593,il,2610433,Tarix,98.63%,54591,100,6554,12,691,561
1594,us,2917464,Superfinemike,99.29%,58537,101,6553,271,3310,1315
1595,au,2848040,Joy Boy,99.06%,31747,100,6553,115,869,437
1596,kr,7892320,Zeisen-,98.65%,34401,100,6552,14,455,658
1597,fi,1644225,Jantsi,98.81%,113439,100,6552,103,1770,1548
1598,fr,1572956,Syfou,97.24%,104130,101,6552,46,1344,990
1599,hk,3971908,[ThisUsername],97.89%,8310,100,6552,8,458,678
1600,ca,2944449,Too Slow,98.73%,68463,100,6551,65,761,1090
1601,tw,1499997,Aragami,98.79%,60380,100,6550,30,785,821
1602,us,1146469,Floks,98.98%,123245,102,6550,483,4234,21
1603,tw,2331960,[ Jewel Chino ],99.32%,35826,101,6549,161,1223,956
1604,us,476861,ProSauce,99.70%,67676,101,6549,305,1157,22
1605,de,2206079,NoNameAlter,99.04%,72793,101,6549,165,1929,1048
1606,bg,1869492,-Arthus-,98.42%,70854,100,6549,26,916,1064
1607,it,4397314,-Kai,99.23%,29643,100,6548,75,496,301
1608,se,3088364,Jairod,99.45%,70119,101,6548,2156,2822,1486
1609,il,2689577,Slendy,98.71%,47242,100,6548,74,892,880
1610,kr,1017801,Al Tang,98.50%,76396,100,6547,57,1524,554
1611,us,4848423,gbacca,99.00%,54128,100,6546,21,476,307
1612,it,2543963,Srayne,98.54%,98723,101,6546,180,1594,1384
1613,ch,4899898,ayygurl,99.11%,45434,100,6545,95,771,266
1614,pl,4947742,Turbo-Tapczan,99.51%,65133,100,6543,286,2060,1112
1615,ru,1890143,-Trigger,98.71%,54940,100,6543,123,1088,690
1616,hr,4830261,Seni,98.88%,134535,101,6541,75,874,1088
1617,se,5233691,Satilia,99.37%,32079,100,6540,198,1057,705
1618,it,157972,Franc[e]sco,97.56%,243011,102,6540,86,1097,427
1619,cl,4062170,[ Steph ],98.22%,15713,100,6539,18,629,457
1620,cn,2351439,MasterKotori,98.96%,34732,100,6539,24,709,444
1621,us,2356980,Soulg,98.73%,56831,100,6538,31,519,584
1622,cn,1921587,Jemmmmy,98.36%,73162,101,6537,17,1205,895
1623,ph,4003979,konawiki,99.09%,69293,100,6537,8,351,133
1624,jp,1256768,teakn,99.27%,82515,101,6536,116,1221,1000
1625,cy,4310165,Bureizu,98.89%,59362,100,6534,143,965,553
1626,us,4856562,-chara,98.93%,61132,100,6533,49,620,821
1627,us,285711,Ohrami,99.29%,99204,100,6532,267,1179,849
1628,au,4241054,TheOmyNomy,99.44%,62319,100,6532,183,945,361
1629,pt,3070694,Zenden,99.35%,46693,100,6532,40,524,1011
1630,dk,2983311,DipG,98.97%,56332,100,6532,114,1014,668
1631,au,2755628,Herdier,99.53%,70331,100,6531,101,1055,673
1632,it,3636065,_Mattia_,98.98%,36695,100,6530,112,985,906
1633,kr,2008827,cemie,97.54%,71803,100,6530,14,541,663
1634,sg,5104320,SeeL,99.08%,64565,100,6530,14,374,510
1635,us,3910192,Zerokae,98.64%,37836,100,6530,8,295,360
1636,jp,2646760,Schwartz,99.10%,81096,100,6529,194,1130,824
1637,jp,482120,Homura-,99.13%,80190,101,6529,1115,2041,210
1638,ca,2476935,Callum,99.03%,89808,101,6529,129,1645,1033
1639,de,3123773,Melanch0wl,98.84%,48259,100,6525,86,1229,815
1640,jp,2814070,FelixNy,98.61%,96674,100,6524,42,483,492
1641,jp,592034,anchobi,98.81%,123537,102,6523,285,2346,1272
1642,us,2714158,Paladin1us,99.05%,55305,100,6522,58,794,1213
1643,us,2856512,selavy,99.29%,46027,101,6522,260,1229,825
1644,id,864649,rakuskoin,99.25%,83039,100,6522,145,961,430
1645,gb,4087422,Cornfield,99.00%,49049,100,6521,48,600,627
1646,nz,4403272,H Y D R A,98.51%,51479,100,6520,0,351,642
1647,ca,4891293,- Auto -,99.67%,32319,101,6520,710,1552,772
1648,sv,761255,koromo,99.24%,91439,101,6520,102,1715,850
1649,ar,6546664,HailDaChicken,98.90%,47433,100,6520,8,302,619
1650,co,3562488,crisco13,99.06%,81199,100,6517,27,493,658
1651,us,3961178,Phantasm,99.04%,72383,100,6517,83,1045,1524
1652,ru,6718427,Blazemon,99.03%,74609,100,6516,148,1160,411
1653,jp,1433838,VeLias,99.31%,171601,102,6516,224,1681,40
1654,ma,2094566,FGSky,98.06%,102289,100,6515,33,313,427
1655,us,3054147,Kouhai,98.96%,59500,100,6514,24,600,335
1656,ua,4082445,Ponyawka,98.60%,75663,100,6513,60,274,190
1657,cn,4699258,- Small Mio-,98.93%,75091,101,6513,65,1074,446
1658,my,583765,Gon,98.49%,70216,101,6513,221,2846,395
1659,br,2917471,Necroluttah,98.62%,59674,100,6513,60,570,588
1660,cz,479331,Elfice,99.18%,62271,100,6512,1244,531,67
1661,jp,7225287,yureruyureru,98.57%,4278,98,6512,7,174,327
1662,bn,3773956,Epixia,99.01%,97015,100,6512,251,1248,417
1663,kr,4399585,i i,98.67%,16724,100,6512,55,795,482
1664,es,4685335,Lea,98.61%,84749,100,6511,58,956,1052
1665,es,3508414,Syoru,97.77%,88651,101,6511,26,1130,1616
1666,pl,3826030,NekoMiax,98.52%,86112,100,6511,78,734,464
1667,cn,1972096,Chi ki,99.46%,53877,100,6510,376,1723,430
1668,tw,973981,HesuTeia,98.34%,55849,101,6510,219,2973,1549
1669,br,529036,Miyazono,98.92%,28586,100,6510,6,352,307
1670,ru,2255108,Bloodyguol,98.39%,55476,100,6510,58,933,618
1671,cn,2069974,Yukino Miko,100.00%,108751,102,6510,4606,25,139
1672,mx,2164627,Atheneon,98.93%,49053,100,6508,46,707,507
1673,us,2031877,LaZyAzN,98.78%,114375,101,6507,144,2051,2032
1674,kr,1306161,yykkrr,97.93%,19532,100,6507,30,944,1175
1675,kr,1898705,UADJ,97.29%,63345,100,6506,572,2130,781
1676,pl,1066242,Hexii,98.61%,77278,100,6505,47,926,700
1677,gb,4444619,HenryBFG,98.41%,70288,100,6505,16,375,340
1678,pl,2761784,xAssassin,98.42%,113748,100,6505,300,2449,508
1679,pl,3543130,Michni,98.94%,43872,100,6505,54,483,460
1680,kr,1941126,Saezury,99.28%,24542,100,6504,39,444,778
1681,au,4261853,Abolaspany,97.34%,49517,100,6503,8,556,805
1682,at,4418644,Sogari,99.11%,59347,100,6502,86,1058,792
1683,cn,687325,Koller,99.37%,97854,102,6502,346,3152,798
1684,ar,570042,Darksonic,99.52%,142328,102,6501,1703,3554,164
1685,gb,1525538,Raiku,98.25%,95161,101,6501,200,1592,353
1686,hu,2185987,emu1337,99.01%,50235,101,6501,198,2313,2793
1687,us,2709233,Snow still,97.68%,30916,100,6500,62,861,424
1688,cz,4517636,HellRetard,98.85%,30026,100,6500,117,625,445
1689,fi,2245411,Flufflee,99.53%,93587,101,6500,390,1264,684
1690,br,504657,HideZ,98.85%,107931,102,6499,155,4530,1321
1691,se,2182866,auux,98.72%,44912,100,6499,18,475,433
1692,tw,2865291,Saya-Eternal,98.64%,11436,100,6499,55,1064,329
1693,de,3772251,Ephix,97.70%,66869,100,6499,20,861,411
1694,us,4249778,SpellStorm,99.42%,43692,100,6499,275,730,639
1695,us,862434,DannyX,99.29%,38595,100,6499,64,585,580
1696,us,3491714,[ Andy ],99.18%,33660,99,6498,34,391,655
1697,us,1917516,Arkamy,99.28%,53587,100,6497,171,1210,822
1698,jp,930825,mukachu,99.18%,161241,102,6497,324,1966,1066
1699,ca,1703089,Coolgav,98.75%,65997,100,6496,75,1190,1412
1700,tw,2149845,s3552515,98.25%,45113,100,6495,16,576,398
1701,us,4594034,Sephie,98.89%,39037,100,6495,33,592,683
1702,cn,3139364,[Joseph Jostar],99.02%,31986,100,6494,12,692,693
1703,jp,4474167,Logless,99.06%,47878,100,6494,145,1466,764
1704,nl,2080000,Remco,98.48%,93155,100,6494,86,385,491
1705,de,1002855,Zaeltrigger,98.33%,67192,101,6493,29,1868,884
1706,us,927854,Raiho,95.73%,75088,100,6493,136,930,764
1707,de,889150,Lnea,99.14%,61762,100,6492,103,797,728
1708,cn,1977383,MeiMei QAQ,99.38%,47794,101,6492,256,2447,239
1709,ca,5283210,ThePonite,98.97%,45021,100,6492,42,420,899
1710,nl,3789276,HighTec,99.16%,34545,100,6491,40,527,654
1711,kr,1188125,Prism,98.82%,57990,101,6490,827,4325,464
1712,be,4304535,Brunolt101,99.24%,32862,100,6489,246,1988,440
1713,ca,3712319,AppleKruit,98.54%,60232,100,6487,235,267,151
1714,hk,5740191,KGaryry,99.35%,28140,100,6486,75,774,667
1715,ru,5968647,OneRing,98.91%,67216,100,6486,458,1965,2107
1716,fr,2329184,[Haku],98.70%,41206,100,6486,72,1181,1359
1717,mx,2308331,[Chrono],99.02%,54744,101,6486,42,1595,786
1718,no,4302206,Trygve,99.14%,39263,100,6485,66,570,1165
1719,cn,1144105,Icinose Rika,98.63%,68207,100,6484,8,607,781
1720,cn,4764671,AlexXerox,97.82%,90491,101,6484,45,1156,1088
1721,mx,4984632,-Babixz-,98.75%,100308,101,6484,81,1846,1139
1722,kr,4399129,mokia-,91.37%,39814,100,6484,0,236,344
1723,nl,640611,Kyshiro,98.77%,73138,100,6484,140,1658,713
1724,au,792176,Aloha,99.55%,68034,101,6483,325,1497,758
1725,jp,1390623,Unknown,99.17%,28091,100,6482,73,687,323
1726,au,5053393,Lagel,98.76%,52176,100,6481,54,864,751
1727,us,3747046,Ceoxity,98.79%,61916,100,6481,92,1060,709
1728,br,3312720,tfg50,99.65%,78799,101,6481,247,1142,980
1729,fi,417431,Souko,98.91%,162753,102,6481,130,1706,1943
1730,ua,8127948,-Shinryaku-,99.16%,37822,100,6480,197,1198,578
1731,de,3993236,Zuness,99.04%,79810,100,6480,433,2018,995
1732,sg,2922482,Raen,99.12%,36597,100,6479,105,1279,887
1733,fr,1763720,Kyalo,98.46%,125840,100,6479,124,1533,807
1734,hr,3402962,imyoosk,99.08%,34202,100,6478,92,768,565
1735,at,1371974,Teppichreini,97.79%,96687,100,6478,448,857,1306
1736,mx,5942615,E n d,99.09%,58988,100,6478,134,739,515
1737,gb,4045400,Dag,99.11%,71696,100,6477,46,686,1155
1738,de,932342,Michi,98.89%,109134,101,6477,109,1590,727
1739,fr,2281719,-Kryu-,98.29%,54938,100,6477,79,809,865
1740,de,3138733,ukod,98.65%,87860,100,6476,21,717,543
1741,de,3290152,Haii,99.30%,114443,101,6476,53,1043,778
1742,cl,1521035,Jok3r,99.10%,54002,100,6475,37,799,810
1743,us,5690455,GGdub,98.94%,51995,100,6474,23,307,874
1744,br,3553476,Asthurias,98.97%,64009,100,6473,57,805,267
1745,de,2183182,Magicmanx,99.12%,93909,101,6473,207,2185,725
1746,ca,7883418,WakaiYuki,98.02%,50272,100,6472,85,552,543
1747,kr,6581818,[ CHoRI ],99.16%,34515,100,6472,46,613,558
1748,ru,3160025,Luda007,98.48%,94042,100,6472,19,445,476
1749,jp,1811271,Arieeru,98.25%,79608,101,6471,499,2366,594
1750,us,1334453,pooptartsonas,99.01%,53409,100,6470,92,695,646
1751,jp,957635,Smilevie,99.11%,88340,101,6470,269,1158,173
1752,au,4999984,overcomplexifii,99.12%,53276,100,6470,19,661,604
1753,us,6585952,Kitiku,98.53%,37138,100,6470,26,506,425
1754,pl,5522259,GunOfGaming,98.43%,27579,100,6469,54,518,992
1755,ca,980956,Bzer,98.41%,71371,101,6469,437,3625,223
1756,de,2374682,realslim,99.00%,61588,100,6469,55,840,466
1757,hk,632393,24480091,98.91%,30465,100,6468,98,1570,635
1758,de,4092428,-AnatA-,98.75%,50859,100,6468,22,518,465
1759,kr,2292186,qsc20010,98.98%,60815,100,6467,47,898,1133
1760,us,3356256,honey,98.91%,33393,100,6467,133,1326,1166
1761,tw,161270,Reiyoru-,97.87%,85441,100,6466,1441,2419,816
1762,fr,1045281,BoT-Shirt,99.31%,119096,101,6465,165,2210,3006
1763,gb,2316751,Volcanism,99.08%,105671,101,6465,255,1499,653
1764,hu,3727686,Jugment,98.97%,82631,101,6465,44,1011,1096
1765,pl,5814737,Akemi Yume,98.07%,44628,100,6464,24,920,763
1766,kr,3137188,[Byul_Ha],98.12%,80216,100,6463,8,696,892
1767,my,2205376,caleb123456,97.72%,81448,100,6462,12,462,305
1768,sg,5138193,Asterix-,96.87%,87551,100,6462,15,747,695
1769,hk,13854,HineX,98.85%,60319,101,6462,123,1740,658
1770,se,6543496,Shibi,99.18%,49741,100,6462,134,909,917
1771,cn,466736,chenwu,99.47%,48319,101,6461,544,2628,677
1772,cn,2047132,aqing1717,96.85%,78440,100,6460,7,1377,1092
1773,at,3074197,Kizan,99.08%,57413,100,6460,70,785,322
1774,at,953405,novaaa,99.02%,123951,102,6460,579,5039,1413
1775,ca,8385190,ArtilleryFred,99.20%,21986,100,6459,29,261,229
1776,ca,1301770,Yushi,99.45%,40085,100,6458,657,836,8
1777,ar,5038837,zDevor,99.19%,54432,100,6458,48,520,276
1778,at,5487179,Xyhalion,98.69%,69294,100,6457,23,763,732
1779,id,4250902,- Ash Blake -,99.50%,32602,100,6457,63,469,624
1780,fi,3632016,TB 358,99.01%,89682,101,6456,72,1363,1504
1781,nz,1175528,TCN,99.36%,110141,101,6455,251,1029,1746
1782,us,4909088,Qapitol,99.59%,98785,100,6454,169,345,848
1783,tr,2947405,Ekin,98.04%,28638,100,6453,31,279,284
1784,fi,4399623,Deadpool,98.88%,77428,101,6453,583,1671,1076
1785,cn,3690465,szcsx2,98.01%,9799,98,6452,20,615,298
1786,pl,3090187,NexT50,98.55%,45828,100,6452,68,682,231
1787,fi,3937175,Plomppa,99.23%,108471,100,6449,3414,1456,425
1788,jp,3511138,yuzu,99.02%,11828,99,6447,35,310,315
1789,ca,2808267,MadeInChina,99.38%,48863,100,6447,80,349,449
1790,hu,2015300,_verto_,99.02%,61480,101,6446,66,2326,1256
1791,uy,5522789,Athenai,99.04%,75630,100,6446,24,437,526
1792,pl,5170627,Vexisu,98.66%,45876,100,6445,11,456,359
1793,us,2367616,melloe,98.83%,47449,100,6445,8,644,714
1794,ru,3068520,DarkwildDuck,98.93%,56221,100,6444,90,1228,956
1795,us,2415565,Clockwork,99.39%,117746,101,6444,461,848,873
1796,tw,1593180,XzCraftP,99.01%,15824,100,6443,61,517,457
1797,uy,5218320,RubyObrer,98.79%,87265,100,6443,47,807,565
1798,au,3423039,ibrocky,98.56%,63068,100,6443,44,1115,860
1799,fr,2993901,[ Lusso-Kun ],98.83%,47223,100,6442,129,1218,1728
1800,br,4262756,Cubsphere,99.62%,55726,100,6442,62,791,620
1801,us,3215546,cappuChino,95.10%,77231,100,6442,0,528,409
1802,ca,5077396,Cubic,98.39%,40653,100,6442,37,873,652
1803,jp,1249737,Karube,99.57%,149306,101,6442,2220,2074,852
1804,jp,3650145,Asahina Momoko,99.29%,76566,101,6441,50,889,904
1805,tw,6216404,HeavenEGHD,99.29%,46662,100,6441,83,557,566
1806,jp,772107,Suimmy,98.31%,90664,101,6440,125,1814,849
1807,it,2885130,KKale,98.48%,14762,99,6439,3,323,558
1808,th,521841,Haruko-,98.25%,37124,100,6439,37,505,280
1809,kr,2906465,SoilAnt9524,98.62%,25355,100,6439,71,941,783
1810,pl,2696838,emilow12,98.58%,69631,100,6439,20,635,783
1811,us,3068116,Yuki Shizuku,98.89%,63873,102,6437,234,4705,2276
1812,jp,2200661,Snoop Dogg,99.09%,48846,100,6437,123,2068,1499
1813,nl,2486763,tastynub,99.00%,75358,100,6435,149,1739,1715
1814,fi,2280009,viola d amore,98.54%,45999,100,6435,50,1061,557
1815,es,4274726,adrilolo9,99.08%,84297,100,6435,49,958,452
1816,us,4718170,yaboytanner,98.31%,50651,100,6435,19,830,1235
1817,pe,3864523,Deed,99.19%,21258,100,6434,45,527,228
1818,au,3325859,Mao-sama,98.74%,52359,100,6434,13,527,576
1819,au,3806706,iOniigiri,98.25%,34435,100,6434,19,590,508
1820,fr,5783315,Carbone,98.62%,52779,100,6433,134,1329,667
1821,kr,1263171,Alpinum,98.89%,14244,100,6433,12,390,769
1822,cn,448316,hard to freeze,99.07%,127455,102,6431,196,3777,890
1823,se,6494756,Nadfee,99.31%,34965,100,6431,39,507,418
1824,de,207967,Taikuta,98.81%,72020,100,6431,165,1535,758
1825,kr,4483245,AR10,99.23%,36432,100,6431,44,1122,1203
1826,ro,3594509,-KazZzee-,98.72%,65367,100,6431,103,1511,886
1827,tw,2815485,judo7788,99.36%,22193,100,6430,59,453,18
1828,nz,2358072,cabbage,98.92%,68895,100,6430,56,749,1073
1829,cn,2447066,Kuuki ToRa,98.51%,60287,100,6430,38,1095,419
1830,ar,2714188,Ajo Joestar,99.29%,102677,102,6429,807,2762,814
1831,de,1834131,patch,99.11%,55428,100,6429,15,553,601
1832,vn,6426912,CptAncient,97.21%,38256,100,6429,23,437,452
1833,us,2381438,Zrky,99.36%,44307,100,6429,74,882,702
1834,de,2028641,Shunsuke,98.73%,45226,100,6428,100,923,441
1835,us,4349974,BlueCrystal004,98.75%,33668,100,6427,34,410,490
1836,il,3493078,Bladma,98.48%,40076,100,6427,53,581,827
1837,ru,5187671,wqewqrkwqrjm,98.43%,52304,100,6426,50,730,751
1838,us,7162208,Cul De Sac,92.45%,35110,100,6426,5,226,227
1839,kr,1336437,gusrua123,98.52%,44128,100,6426,55,1618,611
1840,jp,1396015,Last SSS,99.11%,61443,101,6425,528,2288,863
1841,us,6462592,MrFluffy,98.79%,39990,100,6425,13,450,560
1842,jp,4991744,chokma,98.92%,15675,99,6425,46,297,152
1843,ca,4268722,Falling Snow,99.11%,29073,100,6424,149,798,941
1844,us,3229391,Bowzaa,98.78%,73469,100,6423,38,965,771
1845,kr,2659965,Danbal_Sarang,98.74%,50238,100,6422,42,780,259
1846,ca,2116792,FreeSongs,99.13%,54924,100,6422,125,1650,743
1847,au,1904653,NH2-Suika,99.18%,8655,99,6422,29,302,490
1848,sg,1868745,moosepi,99.14%,91532,101,6419,156,1695,1340
1849,us,7335841,joKing,98.88%,32531,100,6419,92,1528,724
1850,jp,6690651,nr_pm,99.09%,63868,100,6419,57,502,413
1851,sg,3534256,AcevZ,97.54%,34902,100,6418,23,697,568
1852,us,5393042,Tem,98.40%,21120,100,6417,37,325,564
1853,cn,2382258,N a n a m i,98.23%,61219,100,6416,38,1107,726
1854,jp,1215045,Alecto,99.27%,68722,100,6416,53,641,318
1855,pl,5177644,Vextte,98.65%,37752,100,6416,86,981,924
1856,de,3737611,Fl0nka,99.17%,37684,100,6416,176,586,1015
1857,tw,3163495,TNGStorM,98.47%,76428,100,6416,19,669,367
1858,jp,2157750,Nagicho-,98.69%,113313,101,6415,86,1908,401
1859,ru,5100305,vetochka,99.08%,66549,101,6414,28,915,1017
1860,be,345516,Yentis,99.20%,44808,100,6413,164,2258,895
1861,de,7060866,LukenSkyne,99.39%,13619,100,6413,117,531,247
1862,ar,825712,Graphite Edge,99.10%,149484,101,6411,260,2720,1089
1863,cn,1367313,mokoro,99.51%,34924,100,6411,386,1235,390
1864,us,7075211,v3Rii,97.40%,27138,99,6411,8,276,398
1865,us,3495084,Construct,98.45%,35471,100,6411,7,217,269
1866,de,2417616,Keksbla,98.42%,60019,100,6411,79,1083,1240
1867,fr,6189031,BaD MonsterZ,98.14%,77041,100,6410,86,890,724
1868,pl,3286679,Sanko,98.84%,75877,100,6410,57,734,556
1869,mx,3431380,Id_Beat,99.20%,104343,103,6410,5249,11270,319
1870,fi,2954624,Zolicci,98.65%,72736,101,6409,5,437,614
1871,it,3395214,-Ray,99.42%,104850,101,6409,294,587,145
1872,cn,1039355,BtCCCY,99.13%,2522,95,6409,7,47,21
1873,br,3304114,Mut4nte,98.51%,65795,100,6408,22,377,530
1874,ar,2959973,Leupoi,99.11%,89296,101,6408,106,1713,943
1875,gb,4652940,mushipi,99.59%,58261,100,6407,146,751,754
1876,de,4751678,[ -Ichor- ],98.76%,97255,100,6407,23,825,895
1877,de,7037315,NameAcht,97.99%,43640,100,6405,10,423,910
1878,es,6437445,Fichi,97.52%,84624,100,6405,92,609,464
1879,th,1663496,Aink,98.99%,111095,102,6405,534,3123,825
1880,us,3741333,Setsuna,98.98%,57634,100,6404,31,924,326
1881,au,5978907,Ezipie,98.18%,84434,100,6404,2,483,533
1882,cn,2163643,Aomi Maika,99.18%,65048,100,6404,22,578,418
1883,ca,2980681,bubbagumperson,98.94%,56283,100,6403,220,1199,1741
1884,jp,6582775,apprin,99.36%,51010,100,6402,48,549,651
1885,de,1274825,SaD,99.27%,99348,102,6400,250,2040,1329
1886,hk,6325161,pocky310,97.09%,52881,100,6400,47,886,1295
1887,pl,4652798,Trivium,97.72%,68301,100,6399,27,691,611
1888,kr,4616681,Vacation,97.86%,35348,100,6398,12,596,463
1889,us,2528325,Ishkiz,99.10%,86391,102,6397,1224,2451,1697
1890,ru,2944014,Shanmore,99.37%,87400,101,6397,5494,1613,1173
1891,de,4600508,amdras,99.44%,49906,100,6395,48,593,348
1892,de,2675039,Cilly,99.26%,80430,101,6395,480,3827,468
1893,cn,4470787,Marry,98.80%,50144,101,6395,43,962,679
1894,sg,410238,kepel,98.85%,62993,100,6394,38,541,840
1895,ru,3235892,YaVOR,97.84%,52683,100,6394,72,1025,678
1896,ee,2190588,Hakurai,99.14%,124373,100,6393,61,795,1026
1897,fi,2767208,Tomaatti,99.30%,77046,100,6393,142,869,1036
1898,cn,3266273,IA_Clover,99.65%,27506,100,6392,54,719,634
1899,cn,766468,yorsk,98.74%,137009,101,6392,146,1845,1029
1900,us,573722,samplefish,99.27%,112235,101,6392,235,2064,1169
1901,cn,4577393,Kagami Hekiru,98.77%,28730,100,6392,12,337,218
1902,pt,3272012,PedroLipton,98.90%,46382,100,6391,208,1806,948
1903,pl,4720880,- Sana -,98.92%,92544,100,6391,115,822,555
1904,se,3252858,alfred,99.30%,66438,100,6391,60,706,789
1905,us,4010927,Grimblee,99.46%,59645,100,6391,352,995,1258
1906,de,6499356,salkin,98.40%,39738,100,6391,72,545,396
1907,ca,2101950,Totoro,99.31%,36144,100,6391,57,680,304
1908,us,649733,Jaitonat,99.25%,154365,101,6391,82,797,1315
1909,pl,2924415,wojciooo,98.61%,68582,100,6390,46,886,693
1910,sk,6553338,iCurse557,99.07%,37741,100,6390,10,389,734
1911,cl,2456443,[Diego],97.85%,25961,98,6390,27,402,450
1912,tw,1572035,-RInx-,99.04%,81846,101,6389,155,1787,523
1913,us,4710974,LosingCrayon,99.70%,86900,100,6389,1474,279,831
1914,de,4557339,[ Kratos ],99.50%,51624,100,6389,40,455,970
1915,us,3899112,Daqi,97.90%,30221,100,6388,7,248,660
1916,us,3161312,SloppySeal,98.69%,47677,100,6388,39,827,430
1917,tw,3088207,[ Miku Yuuto ],97.88%,63399,100,6388,54,1367,972
1918,us,4950536,Frostt,99.06%,53860,100,6388,15,244,419
1919,se,616034,iaceo,98.80%,83161,102,6388,282,1738,683
1920,id,4047089,MoeTan01,97.84%,26286,96,6387,5,117,85
1921,ca,3535601,snowbliss,97.99%,92922,100,6386,73,441,679
1922,us,1998030,Treekii,99.10%,75183,100,6386,155,1198,770
1923,jp,1468578,Lita,99.39%,26468,100,6385,265,1279,651
1924,jp,3162741,aoto0813,98.77%,54725,100,6384,47,376,574
1925,cn,6703655,PandaCattle,97.37%,60254,100,6384,12,349,293
1926,ru,5890019,linkos,99.26%,52531,100,6384,48,341,460
1927,de,2106445,[TMF] - Gisi,98.53%,56185,100,6383,70,1327,524
1928,de,1328939,Tobu,98.39%,96800,101,6382,63,1819,908
1929,tw,1613663,Niki-,98.82%,42109,100,6382,40,1209,390
1930,vn,4347191,SakiZ,98.96%,102117,100,6382,222,568,204
1931,kr,7403100,Sophy,99.16%,15114,100,6381,101,232,75
1932,ca,5152999,ricecustomer,99.28%,35188,100,6380,55,585,453
1933,es,3938945,Widelux13,97.96%,72980,100,6380,114,836,1397
1934,jp,6965936,TcnKZLy,98.57%,47548,100,6380,298,669,550
1935,nl,3577226,Muukeh,99.48%,43483,100,6379,170,787,1472
1936,us,2714117,Youkai,99.11%,95126,101,6377,163,1088,604
1937,cn,938409,Hentomi,98.33%,102255,102,6376,341,5326,550
1938,us,3139598,qwr,98.91%,45876,100,6375,166,2153,668
1939,ru,6952125,Sad Senpie,98.79%,36777,100,6374,69,764,1017
1940,us,6551312,kimchii42,99.19%,16611,100,6373,15,153,193
1941,se,3303802,QTS,98.76%,32775,100,6372,92,496,536
1942,se,2188481,Physalis,98.72%,105746,101,6371,19,1154,1193
1943,gb,3603354,Kratos,98.52%,50598,100,6371,27,966,1154
1944,cn,2704495,Wind THking,99.38%,68206,101,6371,252,2365,442
1945,hk,6032386,NoSanity420,98.36%,29614,100,6369,2,350,529
1946,cn,2788605,chinmeitou,98.69%,50591,100,6369,101,661,535
1947,de,6914639,Ashes,99.45%,65659,100,6369,42,322,308
1948,au,5137051,Stylez521,99.31%,17793,100,6369,58,486,750
1949,de,2057457,Wales,98.49%,96188,101,6368,136,2080,1360
1950,jp,5336065,ryufeseed,98.17%,74747,101,6368,21,1786,1158
1951,ru,4248481,Meniwa,97.99%,28955,100,6368,7,292,315
1952,pl,3775259,swtk,98.82%,82958,100,6367,38,788,594
1953,br,3232699,Yuki Elison,99.34%,93231,101,6367,177,1632,1222
1954,us,5142960,-Lolisim-,99.33%,36655,100,6367,68,653,475
1955,fr,451786,Hermatis,98.82%,50035,100,6365,42,1106,972
1956,jp,2547297,Narupo,98.77%,119071,100,6364,67,1496,1053
1957,us,2710169,- Akiyama Mio -,99.19%,28221,100,6363,54,640,288
1958,gb,4110225,Mykaterasu,99.57%,46279,100,6363,1032,1885,1113
1959,de,3347903,DukeOfDoom,98.94%,35813,100,6362,20,556,750
1960,br,3955590,- Kaizen -,99.18%,59246,100,6362,61,1066,687
1961,cn,5305628,Akaza Akari,99.42%,20732,100,6362,71,455,602
1962,nz,5580057,Slowest,98.77%,77746,100,6362,91,651,461
1963,ca,4403287,Maivo,98.71%,49709,100,6362,9,457,454
1964,kw,4601372,_Toshi,98.12%,50086,100,6362,20,354,411
1965,us,3919417,Laurel,99.00%,48950,100,6362,83,1123,570
1966,ua,1307553,Aka,99.09%,65576,101,6361,308,1721,1085
1967,cn,3394580,phtry,97.33%,40413,100,6361,48,705,492
1968,pl,2194763,Antares-,98.81%,77387,100,6361,44,873,966
1969,cn,593887,Hieda_no_Akyu,98.81%,82019,100,6361,54,1585,388
1970,pl,2246417,HKrecords_,98.33%,62090,101,6361,112,1789,729
1971,us,3592149,Kocari,98.95%,26858,100,6360,43,586,377
