rank,country,uid,name,accuracy,play count,level,pp,SS,S,A
40,us,3221564,i suck,98.20%,70639,100,9913,37,482,678
41,jp,1208858,Vettel,99.01%,209290,103,9912,303,1978,1059
42,de,2438122,Beafowl,99.44%,96516,103,9897,290,856,343
43,kr,2258797,-Konpaku-,98.98%,73083,101,9880,67,1035,894
44,us,3126596,Mlaw22,99.18%,83821,103,9877,193,2692,1228
45,fr,1545031,My Angel Serena,97.84%,111771,102,9847,151,1594,736
46,pl,27055,Salieri,98.82%,119795,101,9822,126,1851,1270
47,de,3542416,- Nikliu -,98.55%,66243,100,9798,39,930,657
48,ca,2051389,FunOrange,99.25%,69805,101,9766,145,1033,785
49,us,4852013,Monko2k,98.69%,49394,100,9695,64,1119,1266
50,cn,557197,Totoki,97.41%,114242,102,9691,233,3332,769
51,de,1500305,Neliel,98.66%,114134,102,9680,31,1422,644
52,tw,147515,Rucker,99.43%,166961,104,9635,3397,4237,648
53,de,1874761,hallowatcher,99.53%,93174,102,9596,113,1047,822
54,hu,6127312,aleho8,98.23%,41982,100,9584,20,726,760
55,es,903978,waaiiru,98.13%,139066,103,9575,98,1347,1180
56,fr,3213239,Yaong Loli,99.30%,108787,101,9566,120,926,901
57,fr,106269,Elysion,98.29%,90775,100,9559,34,776,1322
58,au,3068044,Dumii,97.88%,99441,101,9554,68,1094,1534
59,gb,2565902,MoeYandere,98.40%,97132,101,9550,17,1295,728
60,kr,1380419,Leaf,99.09%,67567,101,9547,227,3114,570
61,kr,1160923,kune259,97.44%,82718,100,9545,17,646,765
62,jo,464203,Akcel,98.93%,77779,100,9495,44,700,417
63,fr,718454,ThePooN,98.53%,66602,101,9487,45,744,511
64,br,2644700,Fenrir,99.44%,83117,103,9461,179,1970,452
65,gb,2232928,Spook,97.94%,97634,100,9426,115,1033,1190
66,jp,2121993,Mayoler,98.75%,107450,101,9409,158,2076,722
67,hk,1807167,Loli_Silica,98.42%,91994,102,9392,233,3069,867
68,sk,1770367,AtHeoN,99.16%,118400,102,9384,99,1699,674
69,au,3641404,uyghti,98.98%,121623,101,9378,104,886,889
70,hk,126144,DenierNezzar,98.64%,116332,102,9376,92,1992,1190
71,mx,6169483,-Hebel-,99.22%,79547,101,9360,104,1141,370
72,gb,960620,bahamete,98.66%,96751,101,9360,162,1005,460
73,fr,1093361,Kynan,98.72%,171527,101,9350,80,1827,1650
74,ca,3181676,Identical,99.25%,58997,101,9346,125,848,610
75,ca,4581715,Dunois,99.04%,91791,101,9345,153,1323,1063
76,cn,954557,EmertxE,98.26%,135707,102,9341,33,1558,986
77,sg,4758982,Plz Enjoy Game,97.41%,81153,100,9336,303,2750,2043
78,us,1855540,Smoothie World,98.66%,74581,100,9335,104,825,1366
79,ru,4170932,Red_Pixel,98.90%,81310,101,9332,32,610,651
80,kr,2933416,uvrv,98.32%,72412,101,9330,59,1328,639
81,pl,4163860,Piggey,98.80%,104194,101,9316,86,1461,642
82,jp,1126229,zeluaR,99.13%,143181,101,9308,473,2300,100
83,kr,946990,Meltina,99.13%,101919,103,9300,158,1829,733
84,cn,1266166,Dsan,99.23%,132111,103,9285,648,3461,642
85,gb,4196808,Karthy,98.99%,60561,101,9270,86,1136,1530
86,be,2678448,DenObscure,98.53%,105184,101,9238,136,1938,1008
87,jp,1688846,Emperorpenguin83,99.19%,108674,102,9228,195,2375,1006
88,jp,2538125,Yazone,99.02%,86010,101,9219,147,1336,952
89,pl,1549620,r0ck,98.99%,105331,101,9209,259,2636,914
90,no,3551255,Afrodafro,99.01%,76454,101,9204,56,572,620
91,at,2323131,Fedora Goose,98.54%,126167,102,9200,57,1218,625
92,us,1650010,Aireu,98.50%,120604,101,9199,381,1609,442
93,jp,1644514,hshs,98.99%,137231,102,9182,217,2091,933
94,kr,2034211,Interrobang,97.93%,71155,100,9144,74,942,744
95,es,2205189,Jack of Blades,99.50%,66716,101,9142,276,1171,171
96,pl,844815,AmaiHachimitsu,98.85%,199348,103,9128,86,1620,537
97,fi,1770462,isokasapupuja,99.05%,125677,101,9115,147,1493,938
98,kr,1451035,SilveRain,98.43%,93862,100,9110,672,1753,638
99,kr,70863,La Valse,98.69%,49475,101,9105,351,4410,508
100,nl,1540807,jackylam5,98.22%,99057,101,9083,132,2030,780
101,ca,4916057,Stoof,98.87%,60796,101,9082,64,724,1018
102,jp,1884516,-HERO-,98.69%,160313,101,9079,142,854,765
103,gb,5182050,Bubbleman,98.88%,63562,101,9073,69,662,1019
104,jp,559998,oxycodone,97.65%,191317,101,9058,62,1185,1081
105,tw,887924,[ DANIEZ ],98.37%,129519,102,9056,220,2638,538
106,gb,18983,Doomsday,98.06%,253794,105,9046,893,6484,1223
107,kr,4643294,Runa,99.04%,44865,100,9046,238,842,641
108,us,1545019,-Archangel-,98.09%,105661,102,9041,181,2021,1167
109,ve,2243452,Satoruu,99.43%,49245,101,9032,285,1185,595
110,dk,3722715,Zog,99.32%,102799,101,9028,101,946,890
111,de,2022445,imagaK,98.66%,100248,102,9023,246,2346,886
112,us,4170037,Astana,98.59%,74617,101,9014,16,643,566
113,de,1856829,Firstus,98.84%,66311,102,9003,148,2166,1176
114,tw,5155973,Rizer,99.40%,69570,101,9003,1200,2921,435
115,jp,4535785,Saimonea,98.84%,66991,100,9003,208,637,193
116,jp,343865,Gokuri,99.06%,101482,102,9000,192,1517,1031
117,gr,3638005,Riven,99.24%,137684,101,9000,73,983,935
118,kr,2932923,harunaruna,98.55%,113021,102,8980,133,1241,641
119,dk,2114273,Mayoi Hachikuji,98.57%,136901,101,8964,88,1236,1208
120,us,3441616,Clarity,98.94%,77982,100,8959,246,1268,303
121,br,4663554,Zekker,98.92%,45088,101,8950,356,328,289
122,au,2671317,[ ZhengS ],97.67%,126145,101,8942,36,1019,716
123,gb,4407567,Wookiezi,98.72%,62699,100,8938,73,478,631
124,il,3382084,Kyoko,98.94%,81842,100,8929,241,582,441
125,us,3533958,fieryrage,97.28%,50068,101,8921,64,1031,701
126,us,3985234,Avenging_Goose,99.27%,48476,101,8920,91,679,609
127,mk,3909629,MetoA,98.68%,60209,101,8918,90,981,727
128,kr,713266,sayonara-bye,98.78%,110970,102,8911,182,2279,783
129,fi,3123423,Hyppyri,99.00%,109231,100,8907,92,1145,1481
130,us,2266860,Mrotaku,98.93%,64825,101,8904,64,1101,581
131,kr,1203216,Yellow,98.80%,85678,101,8900,74,983,454
132,us,492699,Kaoru,99.20%,143917,102,8896,275,3627,2561
133,kr,4133758,Faics,99.37%,12342,100,8894,122,731,620
134,gb,1986262,Castiel,99.00%,52568,101,8893,189,2453,982
135,kr,903167,My Aim Trash,99.35%,149066,102,8893,198,1546,1563
136,hu,4142446,legekka,99.02%,58716,100,8890,145,903,822
137,ru,4607565,Zavarka,98.39%,122417,101,8889,407,1534,905
138,kr,3478883,Sequence,96.58%,55285,101,8877,59,1194,418
139,nl,2167433,Pittigbaasje,99.12%,60826,101,8874,79,1106,507
140,us,1028387,Ritzeh,98.85%,80922,101,8854,94,1616,705
141,ca,3687489,ChronoTrig,98.70%,123198,101,8853,113,1308,735
142,de,846038,Splinter572,98.89%,182620,102,8833,674,1703,732
143,us,3328676,Seouless,98.72%,147350,102,8830,58,1442,829
144,ca,2866814,MiruHong,99.21%,113949,102,8823,267,766,441
145,kr,5979619,NNAisle,99.12%,50002,100,8817,30,484,701
146,no,3990173,Sebu,98.82%,141905,102,8800,24,968,848
147,th,1427407,- Phantasma -,98.17%,78395,101,8798,139,1400,963
148,ca,3877775,Puffydaddy,99.26%,67839,101,8797,24,719,1248
149,jp,1978650,Sakurai Momoka,98.77%,76527,101,8793,242,2261,1040
150,jp,3345902,Yakisoba_Pan,98.96%,145352,101,8789,434,1454,958
151,de,2282047,Risiing,99.18%,82164,101,8786,134,904,475
152,jp,2197482,Twintail,99.18%,93455,101,8782,2135,1146,122
153,sg,2312106,GSBlank,98.94%,93374,102,8782,45,2399,1590
154,gb,2245830,FlowR,99.21%,121777,101,8776,123,1115,764
155,ph,6466331,Anzu Takakura,98.79%,86410,100,8770,19,402,565
156,mx,2484629,Broodich,99.10%,181238,102,8767,696,2957,2251
157,de,1164526,BDDav,99.39%,112296,101,8757,409,1601,280
158,lv,2891792,Emula,99.04%,92746,102,8739,129,2041,573
159,kr,2823991,quickly die,99.10%,86548,101,8738,156,1623,1086
160,ar,756068,Serena,99.37%,70763,101,8734,641,952,411
161,kr,2043401,Enon,99.20%,102216,102,8727,177,1781,1001
162,lt,2639159,Shelbis,98.70%,60693,100,8726,34,661,703
163,fr,4115408,ExLeaF,98.32%,69526,100,8724,56,684,576
164,ph,1587999,Mira-san,98.49%,67170,100,8715,165,980,216
165,kr,526851,Qu1z,97.72%,64830,100,8704,34,539,856
166,kr,832084,Neta,99.19%,89500,103,8677,253,3103,197
167,ca,2601166,Toke,98.48%,277348,102,8676,78,1393,1528
168,cl,2319238,pyon,98.67%,91847,102,8668,246,1848,690
169,kr,3938876,eoehd1ek,97.95%,68764,101,8668,270,1863,477
170,nz,3833980,yellowy246,98.92%,81895,101,8665,190,970,779
171,de,4151585,cmnk,98.64%,74375,100,8661,100,922,845
172,us,2370889,Touchette,98.05%,60576,100,8661,44,1019,496
173,ar,2367825,Toushi,99.09%,78517,100,8660,50,886,847
174,nl,4858573,Syph,98.97%,60257,100,8655,30,503,1082
175,kr,2770796,w1sp,97.95%,19280,100,8653,19,419,481
176,jp,2477878,Sheba,99.24%,107028,104,8652,1404,1749,0
177,id,1578073,gbs tap,99.35%,74457,100,8650,250,1759,597
178,au,7260014,Korilak,99.16%,48116,100,8644,31,358,419
179,ru,637168,SoMad,98.82%,87722,101,8643,39,1484,1374
180,hk,2286528,- G I D Z -,98.47%,127078,102,8642,164,1851,773
181,hk,1226106,Akiko-,97.82%,109643,101,8641,162,2050,421
182,ee,5527745,Abyssal,98.70%,78958,100,8637,46,576,574
183,pl,56917,fartownik,99.14%,252806,103,8635,128,2370,1134
184,at,939213,NuHaru,97.87%,36064,100,8635,17,975,707
185,br,1451811,Sooki,98.42%,115194,101,8634,22,963,1114
186,ar,1887616,Lexalia,98.55%,67093,101,8633,112,1095,607
187,fi,4773855,Maffe,98.92%,55364,100,8632,90,989,1019
188,cn,1597068,MeiMei,99.10%,31987,100,8626,16,399,287
189,tw,959763,Flask,97.87%,51596,100,8616,107,1500,999
190,de,2909663,MarthXT,98.25%,96014,101,8616,331,1757,1323
191,cn,1343504,SpringLane,98.36%,68955,101,8614,66,2364,678
192,jp,487985,gasanww,99.56%,189335,102,8613,980,3715,86
193,it,4448118,Koba,99.43%,158742,102,8609,306,1248,831
194,hu,2295787,scuoa,99.32%,65057,102,8608,167,1618,965
195,de,2070822,W3SON,98.97%,44272,101,8598,130,1598,996
196,ph,6244066,HaruTachi-,98.47%,34612,100,8597,6,388,842
197,jp,352328,rrtyui,98.75%,171844,101,8597,311,1229,659
198,at,5302223,Myst1k,98.82%,83824,101,8591,91,1167,954
199,kr,1334384,T A K A O,99.08%,75281,100,8584,142,817,1225
200,br,209664,fabriciorby,98.95%,86497,101,8583,701,1344,65
201,bz,3517706,[ Zane ],98.52%,112882,101,8582,117,1890,900
202,gb,3915122,Woffel,99.47%,72626,101,8579,85,510,1240
203,jp,1066760,OhAHO,98.67%,159607,101,8577,199,1582,1285
204,fi,4982095,Sakke,98.32%,60726,100,8575,14,296,194
205,jp,360552,Sinch,98.84%,95054,103,8562,549,3794,633
206,lt,4692344,Haganenno,99.03%,74490,101,8558,138,780,651
207,fr,3117824,My Angel 2B,98.80%,80162,100,8557,27,509,418
208,il,2787415,MrPotato,98.87%,115522,102,8550,120,1327,867
209,ca,3146018,karalis,98.50%,75954,100,8549,49,1003,772
210,tw,606544,My Angel Haruna,96.81%,90187,101,8547,25,1273,452
211,de,2106534,Koni Kinmo,98.77%,43651,100,8546,58,1013,1201
212,tw,1749413,[ Jewel Yuki ],97.64%,73356,100,8542,35,779,829
213,ca,3216875,Arcadeas,99.27%,83413,101,8541,37,684,808
214,kr,4678615,Mizarr,97.09%,62345,100,8539,59,749,522
215,kr,2556958,ReaL motion,99.30%,120983,103,8539,123,1960,1110
216,no,3145033,Hundur,98.95%,98890,100,8526,49,818,1421
217,ca,2694475,Kyle,98.69%,95291,100,8524,9,849,996
218,cn,2159014,Sarasa,98.28%,44384,100,8523,24,557,468
219,jp,613953,Cien,98.57%,107627,101,8521,271,2679,438
220,at,1145984,Alumetorz,99.30%,89227,102,8521,89,1128,500
221,gb,2415743,Jameslike,98.75%,48602,101,8520,68,1134,539
222,au,2197474,Yuiteru,98.49%,85564,100,8501,48,776,378
223,jp,707242,yuilemo,98.90%,33345,101,8500,60,890,541
224,tw,952751,Small K,98.67%,110511,101,8499,267,3707,659
225,de,3678808,FriendoFox,99.20%,89955,101,8494,133,860,827
226,se,4991464,Chronomarly,99.27%,75911,101,8489,202,613,259
227,it,3614356,-Kazuki-,98.96%,116555,101,8482,532,1449,991
228,fr,1019489,Worne,99.43%,134225,102,8473,1047,2924,255
229,se,2734971,Benud,97.60%,61972,100,8472,6,242,440
230,kr,1414625,Cinia Pacifica,98.34%,54994,102,8468,63,1416,436
231,no,2841744,Warrock,99.14%,82607,101,8462,202,1343,1291
232,fr,4064914,Saizu,99.24%,85797,101,8461,33,998,1100
233,us,4843831,TheKid217,99.49%,83951,101,8455,625,1201,950
234,mx,3233957,Psycopath-,98.50%,145463,101,8447,20,746,799
235,cn,2896273,Far_Q,98.76%,131682,103,8445,51,1655,881
236,kr,1856728,OsunMoM-,98.89%,63450,100,8443,125,1173,492
237,se,4628308,kawaine,98.16%,60141,100,8439,7,250,396
238,bg,1622883,chugleader,97.82%,151046,101,8427,122,1117,893
239,cn,1122052,My Angel Runa,99.00%,104393,102,8427,188,2449,612
240,kr,4224060,Tosino Kyoko,98.81%,53397,100,8424,177,1403,581
241,jp,2284721,-Zelos-,98.81%,81251,101,8413,197,1667,1000
242,ca,4323406,VINXIS,98.70%,70819,101,8406,36,916,1045
243,kr,2190336,Pray,95.05%,96279,102,8404,19,2029,681
244,jp,3074650,Constelletion,98.91%,152688,102,8402,83,1335,961
245,ru,4342841,Aden,98.04%,81671,101,8402,25,891,968
246,kr,4600341,Happy New Year,98.82%,69506,101,8388,621,1720,148
247,cn,1030696,[ZN],98.51%,140411,101,8380,57,1232,1128
248,us,3923278,Boggles,98.01%,58482,101,8380,89,1166,741
249,pl,1661517,Van Darkholme,98.76%,74507,101,8377,72,1205,807
250,cn,629717,GGBY,98.50%,182101,105,8375,1497,12418,216
251,de,495272,cptnXn,99.19%,98595,102,8373,97,1138,565
252,lv,2842992,Jesus[Krists],98.84%,71492,101,8367,35,815,639
253,tw,286740,Koalazy,96.82%,106501,101,8365,333,2509,518
254,us,4497691,Fangzy,98.92%,77199,100,8363,321,2063,933
255,us,2803031,Vinsu,98.56%,58575,100,8362,71,830,579
256,de,3256299,Epiphany,99.48%,51806,101,8361,131,784,993
257,fi,475021,thelewa,99.38%,169068,103,8356,933,3943,1007
258,no,895581,-GN,97.40%,109523,102,8352,128,1131,662
259,dk,2533400,Cerkie,99.15%,118831,101,8350,309,1205,942
260,us,3251373,xElectroGH,98.75%,58420,100,8350,107,778,653
261,au,1881685,Bauxe,98.50%,78649,101,8349,147,2437,851
262,us,3077037,Yuza,99.05%,64882,101,8347,43,907,504
263,fr,1572405,My Not,98.47%,112637,102,8347,136,2415,1461
264,id,2454767,gbs aim,98.85%,50887,100,8343,51,701,726
265,au,5113781,ithgyu,99.17%,50455,101,8336,32,844,1034
266,kr,4374853,AAA,98.92%,104065,103,8331,236,2010,89
267,dk,6295380,iamVill,98.28%,37648,100,8329,12,418,359
268,pl,4743869,Alieen,98.83%,75962,100,8328,13,618,729
269,us,3096229,Zodiaack,99.07%,83037,102,8326,127,2431,1765
270,lu,2742030,Kuronora,98.72%,112531,101,8319,108,1541,786
271,jp,4220317,moguosu,96.66%,32390,100,8315,30,673,598
272,jp,2309855,moca,99.11%,31115,100,8312,233,1261,397
273,cn,560228,Toshinou Kyouko,98.87%,66559,101,8312,136,2366,658
274,ee,2064445,Tiger Claw,98.05%,109158,101,8311,39,953,1149
275,gb,4361729,Wario,99.19%,77211,100,8310,154,937,1328
276,cn,551450,oohily,98.69%,82380,101,8307,109,3014,1116
277,us,4194445,Apraxia,98.91%,80948,100,8306,85,715,1238
278,at,2253511,Elscar,99.38%,95454,101,8305,427,1154,232
279,hk,1639250,YoonA-,99.04%,77626,101,8300,133,1075,582
280,ru,2408278,unberlin,98.91%,117981,101,8297,51,1108,1341
281,jp,733878,B e N i,99.11%,157516,102,8294,517,2381,778
282,it,3516241,mrspazzaneve17,98.96%,50519,101,8294,251,1197,620
283,at,1426098,Shirone,98.78%,81186,101,8290,104,1110,521
284,nz,1266102,shortpotato,98.96%,40542,101,8284,158,1350,837
285,us,2162669,Natalia,99.03%,36827,101,8278,128,1198,1017
286,jp,2060046,saikurondark,98.95%,70456,100,8275,10,388,291
287,jp,4039773,Nakocchi,98.68%,54278,101,8272,300,1782,1250
288,cz,3574151,Orbi,98.97%,93791,101,8272,72,1281,476
289,us,5387798,Shiorii,99.24%,65318,100,8271,727,559,653
290,pe,2291265,Arnold24x24,98.85%,85727,100,8270,227,1071,817
291,us,1064536,PizzaLovers007,99.07%,25600,101,8268,30,805,704
292,cn,1463343,Doma Umaru,97.80%,119242,101,8261,86,2349,1000
293,ru,5014197,My Angel DanyL,97.79%,87674,100,8252,16,371,667
294,fi,2867764,nycto,98.31%,125559,101,8252,33,889,920
295,gb,6331918,Mongoose-,98.16%,68179,100,8248,39,778,1131
296,de,2766034,Umbre,99.17%,102855,100,8246,157,692,1066
297,pl,3446664,SpajdeR,98.98%,112080,102,8244,172,1453,477
298,pl,2259709,No01,98.33%,138557,101,8233,169,1784,988
299,fr,3281136,Haynoru,99.31%,111810,101,8232,74,2820,1627
300,jp,3545547,Tetla,98.75%,117541,103,8229,573,1336,276
301,se,809983,Slizzer,98.92%,77854,101,8227,116,1967,1252
302,nz,1488796,buny,98.66%,95529,101,8226,9,737,518
303,de,1118341,Jonimay,98.03%,118908,101,8225,88,1378,1306
304,my,2681361,ClawViper,99.14%,53530,101,8225,231,2440,149
305,us,3814776,-SoMoE-,98.43%,91331,100,8222,37,753,280
306,us,4680149,im bad,98.96%,87537,100,8221,25,511,593
307,kr,4746949,[C u r i],98.85%,57623,101,8213,121,963,603
308,jp,2429055,Sablestars,99.47%,62817,100,8212,50,789,377
309,kr,4098646,[Lunatic Bell],98.22%,120073,101,8209,20,986,548
310,de,686093,renoxz,99.38%,83139,101,8207,92,740,1116
311,my,414427,xsrsbsns,99.11%,77928,102,8197,1789,3073,298
312,tw,1810239,CrtReXn,98.79%,87160,101,8191,127,1622,1535
313,us,2644828,he rack,98.09%,76619,101,8188,64,973,776
314,us,4230827,theez35,99.32%,32039,100,8181,6,241,209
315,kr,1533041,- Tea -,96.86%,98178,100,8180,15,421,687
316,kr,2006663,Crystal-,98.13%,61161,101,8179,240,2157,919
317,us,2792595,GHAngeloid,99.05%,124865,102,8178,148,2274,643
318,au,4882979,Dereban,97.79%,72675,100,8176,67,645,775
319,jp,1014222,eLy,98.81%,178398,103,8175,228,3854,1630
320,uy,4152967,Rekaru,99.44%,72316,101,8169,213,1122,669
321,pl,1837989,MrBooM,98.55%,42459,100,8168,14,619,445
322,fr,3872987,-raizen-,99.03%,101985,101,8165,19,830,732
323,jp,589550,Mercurius,99.33%,197217,104,8165,1533,4769,462
324,se,2686293,WORSTPOLACKEU,98.34%,64825,100,8164,27,692,646
325,kr,385069,ruexia,97.69%,88560,100,8164,6,420,507
326,cn,2522197,hyheleh,98.55%,79861,101,8162,54,1613,1100
327,de,3341040,TobiGH3,98.63%,44851,101,8158,31,744,529
328,kr,4772355,ToLove,99.04%,52303,100,8147,120,764,406
329,ua,1163931,FllareA,98.64%,96205,101,8146,23,1193,1079
330,br,5295743,Arnbition,99.15%,58731,100,8142,14,727,335
331,at,4601608,Spark-desu,98.42%,69549,100,8141,12,695,583
332,ca,2012453,PikaPwn,99.29%,49526,100,8136,98,840,761
333,cl,2748187,Danidesu,98.29%,53478,100,8134,29,442,699
334,cz,6602580,- Daichi -,99.24%,63109,100,8125,93,682,1234
335,kr,843086,Resia,96.96%,68343,100,8118,43,1389,705
336,cn,2849992,Garden,98.80%,39567,102,8116,704,3287,91
337,jp,4260383,Komaa,98.12%,102499,100,8108,225,797,117
338,ru,5887647,LilDoc,97.97%,84348,101,8108,60,1274,976
339,fr,3578303,Shinkei93,97.54%,42528,100,8105,0,322,195
340,se,2930683,_---_,99.53%,98955,101,8095,128,812,855
341,pl,4030832,kutafix,98.98%,60556,100,8090,17,237,430
342,au,1055634,Icyteru,99.26%,92141,101,8089,48,1134,742
343,kr,2000416,[Chiyo],97.79%,79720,101,8089,209,1512,680
344,us,3929529,mniminwoo,98.96%,103477,101,8085,91,1107,1104
345,jp,786579,Yacos,97.73%,88721,100,8085,18,795,1755
346,jp,756273,TaNaBaTa,98.83%,107346,101,8084,185,1736,1385
347,sg,1893953,Nakano-,98.93%,154979,103,8079,600,2932,151
348,nl,5258565,Chidori,99.45%,32794,100,8079,97,482,221
349,mx,4497582,-Wolfy-,98.62%,56396,100,8072,140,1161,722
350,at,3656589,Akane-Yuki,98.73%,45549,100,8064,71,969,585
351,ca,2463971,younited,99.31%,36521,100,8058,39,627,257
352,ar,2212941,Pein,98.97%,92440,102,8054,171,1812,820
353,tr,3200014,Rekia,97.93%,51755,100,8054,18,578,458
354,us,1629059,Broccoly,98.01%,77194,101,8054,25,1110,862
355,br,5403374,Niii-san,99.11%,59350,100,8050,40,520,515
356,br,2290888,Mirtrax,98.46%,66618,101,8040,15,578,492
357,kr,467010,[KOR]ArtRaid,97.60%,51160,100,8038,201,1549,871
358,my,3995630,Rampax,98.36%,112912,101,8033,17,747,1312
359,pl,3526708,Zabijaka,98.80%,103178,100,8030,95,1064,800
360,ru,3973474,follon,98.88%,74594,101,8030,257,757,605
361,gb,846235,koki,97.86%,94733,101,8030,72,911,788
362,cn,672726,MatsumotoRise,99.02%,52885,101,8026,95,1677,1028
363,gb,4117142,OPJames,98.93%,64377,101,8020,42,716,855
364,cn,2451651,Kafuu Chino,98.95%,79225,101,8015,45,842,439
365,ca,622485,Bowlglet,98.77%,62941,101,8013,47,762,534
366,us,3171691,BeasttrollMC,98.89%,57843,100,8012,25,621,438
367,it,617323,Chewin,99.10%,146734,102,8012,425,5830,856
368,kr,2146286,Urania,98.97%,78287,100,8012,28,579,654
369,jp,1448729,momotayan,98.71%,36756,100,8010,193,1581,394
370,jp,462601,Rean-K,98.06%,49965,100,8003,21,1048,583
371,gb,1438509,Kardet,98.84%,77536,101,8003,160,1861,1137
372,fr,1049999,Myko,98.77%,41399,100,8002,15,436,564
373,se,2736959,Aphromoo,98.93%,51563,100,8002,146,1375,1110
374,kr,7058132,_AvA,98.62%,53696,100,8002,117,577,641
375,br,1565856,Ashtar,99.12%,65198,102,7998,104,1767,200
376,jp,91738,Guy,99.28%,144101,102,7996,1524,3259,836
377,kr,625988,Yuria,99.35%,115407,102,7994,2306,1591,1068
378,jp,1970239,Super Arrow,97.27%,82239,101,7992,52,1527,989
379,it,1852356,Kirin,98.73%,91448,101,7990,82,1031,726
380,fi,926370,Regnall,99.41%,109298,102,7984,416,2087,649
381,tw,1843469,little Agile,99.41%,85912,102,7970,836,3157,720
382,ca,2417147,[ BJ ],99.00%,83673,101,7966,218,1651,702
383,pl,4317480,Malolat,99.10%,56484,100,7965,31,438,466
384,us,4263943,Leotic,98.55%,53838,101,7963,166,3212,970
385,pl,4099626,NeBuSC2,98.74%,60210,101,7963,507,1441,252
386,us,5701369,diciestaking,98.99%,56264,100,7960,68,1200,692
387,jp,3987661,kaminogi,98.08%,44585,100,7959,54,892,594
388,mx,5750677,SadBoi,98.66%,39968,100,7958,77,965,1160
389,kr,5623417,Lolisim,99.39%,73138,100,7952,223,960,497
390,ae,2132093,ebc123,98.31%,140096,101,7951,40,1067,930
391,cn,350723,wobeinimacao,98.88%,161035,103,7947,93,3757,296
392,sk,1285945,PeteX,98.13%,92986,101,7943,123,1796,1036
393,hk,4007897,obtio,98.73%,79829,100,7942,43,699,772
394,th,2484984,FatalxE,99.26%,47742,100,7941,336,526,787
395,ru,1568047,Hasawa Kraenes,98.12%,68305,101,7939,1,922,948
396,nl,2715937,Ahmnesia,99.29%,59652,101,7935,83,927,912
397,us,3530678,[ G h o s t ],98.75%,54560,100,7934,121,1245,1204
398,tr,4365203,gejutel,98.39%,97185,100,7934,29,611,551
399,ru,989489,Shiawase,98.78%,101863,102,7934,237,3434,1285
400,lt,85043,Zinkon,99.02%,56808,101,7932,108,1827,2156
401,dk,2678812,Tona,98.91%,109939,101,7931,61,1571,1347
402,ar,1625740,benjacala,99.00%,132459,102,7931,100,1811,1139
403,de,1715441,Veth,99.31%,73282,100,7923,116,593,607
404,se,4343103,-Kupo-,98.32%,47793,100,7922,59,990,1034
405,th,199669,Frostmourne,99.10%,110819,103,7918,669,4065,638
