rank,country,uid,name,accuracy,play count,level,pp,SS,S,A
35,pl,39828,WubWoofWolf,99.33%,206003,105,10291,6748,8595,1715
36,us,3099689,Xilver,99.39%,200000,104,10219,152,1469,698
37,ca,2155578,Azer,99.08%,76702,101,10176,198,1064,707
38,pl,27055,Salieri,98.64%,124945,101,10119,129,1934,1312
39,kr,948713,Reimu-Desu,99.41%,107997,102,10109,287,1810,573
40,jp,1208858,Vettel,99.04%,212581,103,10094,304,1993,1078
41,jp,2148231,kuu01,98.41%,110196,101,10054,49,1149,1560
42,de,1500305,Neliel,98.64%,116462,102,10015,31,1458,653
43,us,3221564,i suck,98.27%,72588,100,10005,37,500,722
44,us,3126596,Mlaw22,99.16%,85394,103,10003,196,2751,1248
45,ca,2866814,MiruHong,99.40%,120050,102,9993,290,784,457
46,de,537084,DoKito,99.37%,68197,101,9967,105,1773,1367
47,ca,4581715,Dunois,99.07%,95211,101,9963,165,1384,1076
48,jo,464203,Akcel,99.02%,84241,100,9961,47,719,443
49,fr,718454,ThePooN,98.65%,68029,101,9949,47,781,538
50,de,2438122,Beafowl,99.42%,98919,103,9919,293,880,363
51,au,3068044,Dumii,98.18%,103395,101,9900,72,1145,1575
52,ca,2051389,FunOrange,99.22%,71077,101,9881,151,1065,785
53,fr,1545031,My Angel Serena,97.80%,113422,102,9868,152,1614,756
54,de,3542416,- Nikliu -,98.59%,67707,100,9827,40,934,670
55,us,3533958,fieryrage,98.00%,54348,101,9823,65,1094,726
56,sg,4758982,Plz Enjoy Game,97.57%,84389,101,9757,303,2806,2095
57,bz,3517706,[ Zane ],98.69%,121156,102,9754,119,1980,947
58,pl,4163860,Piggey,98.99%,108319,101,9752,89,1503,662
59,us,4852013,Monko2k,98.72%,51610,100,9731,74,1230,1331
60,mx,6169483,-Hebel-,99.30%,84224,101,9703,110,1192,364
61,es,903978,waaiiru,98.08%,143376,103,9699,99,1373,1203
62,cn,557197,MyAngelNamirin,97.41%,114384,102,9692,234,3340,775
63,hu,6127312,aleho8,98.28%,43077,100,9679,22,756,777
64,gb,2565902,MoeYandere,98.36%,98586,101,9676,17,1306,737
65,de,1874761,hallowatcher,99.56%,96132,102,9653,122,1070,839
66,au,3641404,uyghti,99.14%,123557,101,9648,104,900,905
67,tw,147515,Rucker,99.43%,167654,104,9635,3404,4261,664
68,fr,3213239,Yaong Loli,99.30%,112530,101,9633,129,970,930
69,no,3551255,Afrodafro,98.94%,82411,101,9612,58,608,672
70,gb,5182050,Bubbleman,98.50%,67456,101,9606,71,695,1067
71,kr,4133758,1E308,99.46%,13093,100,9593,123,759,647
72,br,2644700,Fenrir,99.47%,84587,103,9578,206,2052,449
73,fr,106269,Elysion,98.29%,91241,100,9560,34,777,1327
74,kr,1380419,Leaf,99.09%,67921,101,9553,228,3118,575
75,kr,70863,La Valse,98.60%,51769,101,9521,354,4480,511
76,il,3382084,Kyoko,98.68%,84972,100,9517,242,610,464
77,hk,1807167,Loli_Silica,98.44%,94267,103,9488,237,3133,855
78,jp,2121993,Mayoler,98.80%,108781,101,9487,163,2096,728
79,kr,903167,My Aim Trash,99.46%,151272,103,9484,199,1588,1563
80,kr,946990,Meltina,99.19%,103606,103,9472,160,1869,741
81,gb,2232928,Spook,97.93%,101564,100,9451,115,1065,1245
82,sk,1770367,AtHeoN,99.16%,119934,103,9436,99,1717,677
83,us,1650010,Aireu,98.64%,124118,101,9414,386,1662,459
84,au,7260014,Korilak,99.37%,54850,101,9413,35,395,436
85,jp,1644514,hshs,99.04%,141075,102,9403,226,2158,983
86,gb,4196808,Karthy,99.03%,64403,101,9402,92,1191,1567
87,cn,954557,EmertxE,98.36%,139032,102,9401,33,1586,1011
88,hk,126144,DenierNezzar,98.58%,118102,102,9395,92,2007,1219
89,kr,2034211,Interrobang,98.18%,71283,100,9391,77,946,746
90,fr,1093361,Kynan,98.76%,173267,101,9387,81,1837,1693
91,jp,1126229,zeluaR,99.12%,144051,101,9380,473,2323,102
92,at,2323131,Fedora Goose,98.68%,127912,102,9372,58,1246,638
93,ca,3181676,Identical,99.24%,60776,101,9372,128,891,619
94,gb,960620,bahamete,98.66%,96830,101,9360,162,1006,460
95,ru,4170932,Red_Pixel,98.92%,83032,101,9360,39,666,676
96,kr,2933416,uvrv,98.33%,72952,101,9349,60,1369,674
97,au,2671317,[ ZhengS ],97.83%,131410,102,9340,36,1076,735
98,us,1855540,Smoothie World,98.66%,75410,100,9337,104,832,1372
99,pe,2291265,Arnold24x24,98.61%,90426,101,9326,237,1124,839
100,us,3985234,Avenging_Goose,99.32%,51189,101,9312,122,753,708
101,de,846038,Splinter572,98.85%,186323,102,9304,678,1749,751
102,de,4151585,cmnk,98.61%,76801,100,9291,102,956,906
103,cn,1266166,Dsan,99.23%,132743,103,9286,660,3484,669
104,fr,3117824,Kaanibaru,98.60%,83867,100,9268,28,523,430
105,pl,1549620,r0ck,99.04%,106356,101,9268,260,2672,946
106,jp,2538125,Yazone,99.03%,88794,101,9247,150,1360,976
107,tw,959763,Flask,98.45%,53694,100,9243,119,1635,998
108,be,2678448,DenObscure,98.53%,106444,101,9239,136,1948,1016
109,nl,1540807,jackylam5,98.31%,100543,101,9235,133,2060,796
110,jp,1688846,Emperorpenguin83,99.19%,108747,102,9228,195,2376,1011
111,tw,5155973,Rizer,99.39%,72576,102,9224,1235,3125,473
112,fi,3123423,Hyppyri,99.10%,112468,100,9216,100,1191,1524
113,pl,844815,AmaiHachimitsu,98.88%,202309,103,9214,86,1643,557
114,gb,4407567,Wookiezi,98.78%,63004,100,9208,73,484,637
115,us,3441616,Clarity,98.96%,79234,100,9186,249,1280,305
116,jp,1884516,-HERO-,98.77%,164480,102,9169,146,871,796
117,dk,3722715,My Aim Zogs,99.35%,107341,101,9160,113,997,920
118,ca,4916057,Stoof,98.91%,63631,101,9153,66,755,1055
119,kr,713266,sayonara-bye,98.78%,113408,102,9152,184,2365,806
120,gb,18983,Doomsday,98.11%,256982,105,9151,894,6559,1238
121,es,2205189,Jack of Blades,99.50%,66716,101,9142,276,1171,171
122,de,2022445,imagaK,98.69%,102596,102,9131,251,2384,915
123,kr,3478883,Sequence,96.56%,56971,101,9128,73,1337,403
124,de,2282047,Risiing,99.21%,85170,101,9115,137,920,502
125,fi,1770462,isokasapupuja,99.05%,125678,101,9115,147,1493,938
126,ar,1887616,Lexalia,98.78%,69182,101,9111,114,1131,621
127,kr,1451035,SilveRain,98.43%,93862,100,9110,672,1753,638
128,gr,3638005,Riven,99.18%,141056,101,9108,77,1029,963
129,nl,4858573,Syph,98.98%,62270,100,9101,33,520,1104
130,id,2454767,gbs aim,99.03%,53233,100,9076,53,753,745
131,ve,2243452,Satoruu,99.45%,49539,101,9070,286,1190,606
132,tw,887924,[ DANIEZ ],98.39%,130773,102,9062,220,2681,543
133,dk,2114273,Mayoi Hachikuji,98.61%,140236,101,9060,98,1257,1222
134,jp,559998,oxycodone,97.65%,191579,101,9058,62,1185,1083
135,de,1856829,Firstus,98.92%,67513,102,9057,157,2245,1209
136,ph,6244066,HaruTachi-,98.59%,36555,100,9053,6,404,864
137,us,1545019,-Archangel-,98.10%,107474,102,9052,182,2049,1191
138,hu,4142446,legekka,99.08%,61029,101,9050,148,938,828
139,kr,4643294,Runa,99.04%,44867,100,9046,238,842,641
140,uy,4152967,Rekaru,99.28%,76829,101,9037,224,1186,743
141,ph,1587999,Mira-san,98.70%,69006,101,9035,171,1002,211
142,ca,3146018,karalis,98.47%,81440,100,9024,52,1045,827
143,br,4663554,Zekker,98.87%,49083,101,9015,372,388,318
144,us,4170037,Astana,98.59%,74904,101,9015,16,645,571
145,ru,4607565,Zavarka,98.48%,128139,101,9010,421,1578,935
146,jp,4535785,Saimonea,98.83%,67422,100,9007,208,644,197
147,jp,343865,Gokuri,99.06%,101482,102,9000,192,1517,1030
148,ca,3687489,ChronoTrig,98.80%,127416,101,8990,114,1343,785
149,kr,2932923,harunaruna,98.55%,113029,102,8980,133,1241,641
150,nl,2167433,Pittigbaasje,99.10%,62122,101,8973,83,1150,521
151,ar,2367825,Toushi,99.12%,80352,100,8953,51,897,862
152,cl,2319238,pyon,98.67%,95280,102,8941,251,1910,706
153,mx,3233957,Psycopath-,98.80%,151993,101,8923,24,795,817
154,mk,3909629,MetoA,98.68%,60686,101,8919,90,982,738
155,kr,5979619,NNAisle,99.05%,51757,100,8915,30,519,741
156,us,2266860,Mrotaku,98.93%,64825,101,8904,64,1101,581
157,gb,1986262,Castiel,99.00%,54171,101,8904,190,2485,1035
158,jp,487985,gasanww,99.58%,192914,102,8903,1007,3742,83
159,kr,1203216,Yellow,98.80%,85749,101,8900,74,983,454
160,no,3990173,Sebu,98.86%,147298,102,8899,27,999,887
161,us,492699,Kaoru,99.20%,144464,102,8897,275,3633,2570
162,us,1028387,Ritzeh,98.83%,81148,101,8876,96,1618,712
163,lt,4692344,Haganenno,99.12%,77968,101,8869,148,822,663
164,nz,3833980,yellowy246,98.93%,84508,101,8860,194,1002,815
165,kr,2043401,Enon,99.21%,104506,102,8860,187,1805,1018
166,jp,2197482,Twintail,99.22%,95135,101,8860,2163,1181,135
167,fr,4115408,ExLeaF,98.40%,70942,100,8856,55,694,591
168,ca,2601166,Toke,98.46%,289367,102,8856,78,1440,1608
169,sg,2312106,GSBlank,98.95%,96894,102,8855,46,2583,1651
170,th,1427407,- Phantasma -,98.16%,80779,101,8851,140,1413,989
171,us,4194445,Apraxia,98.86%,84236,101,8843,94,790,1315
172,us,3328676,Seouless,98.73%,151300,102,8842,59,1475,860
173,kr,2556958,ReaL motion,99.35%,124893,103,8836,133,2074,1098
174,jp,2735250,Moffo,96.44%,132810,100,8835,90,1173,699
175,mx,2484629,Broodich,99.11%,184510,102,8824,699,2983,2306
176,jp,3345902,Yakisoba_Pan,98.96%,145600,101,8798,434,1461,959
177,kr,526851,Qu1z,97.82%,66075,100,8797,34,547,888
178,ca,3877775,Puffydaddy,99.26%,67879,101,8797,24,719,1253
179,jp,1978650,Sakurai Momoka,98.78%,77158,101,8796,243,2279,1060
180,kr,1334384,T A K A O,99.13%,77940,101,8795,145,832,1251
181,se,2734971,Benud,97.51%,66509,100,8795,6,251,467
182,se,4991464,Chronomarly,99.20%,80269,101,8794,205,662,287
183,de,1118341,Jonimay,98.63%,122323,101,8792,88,1398,1332
184,gb,2245830,FlowR,99.20%,124429,101,8788,123,1123,774
185,cn,2522197,hyheleh,98.76%,82808,101,8788,54,1658,1143
186,pl,56917,fartownik,99.19%,256199,103,8787,130,2393,1173
187,pl,4099626,-NeBu-,98.99%,63009,101,8785,511,1506,255
188,de,1164526,BDDav,99.40%,114002,101,8785,420,1604,281
189,lv,2891792,Emula,99.06%,95555,102,8785,137,2116,587
190,ph,6466331,Anzu Takakura,98.78%,87259,100,8774,19,404,569
191,at,939213,NuHaru,97.99%,36915,100,8774,17,993,730
192,hu,2295787,scuoa,99.35%,67823,102,8773,171,1660,993
193,de,3256299,Epiphany,99.55%,55402,101,8770,160,871,1025
194,no,2841744,Warrock,99.24%,86440,101,8756,225,1389,1345
195,jp,2477878,Sheba,99.17%,108474,104,8756,1430,1812,-4
196,at,5302223,Myst1k,98.70%,88792,101,8745,91,1204,998
197,fi,4982095,Sakke,98.25%,63100,100,8737,14,302,200
198,ar,756068,Serena,99.37%,72319,101,8737,644,965,429
199,jp,3545547,Tetla,98.48%,119946,103,8737,590,1376,283
200,lt,2639159,Shelbis,98.70%,61678,100,8728,34,664,718
201,cn,1597068,MeiMei,99.10%,32449,100,8712,16,403,287
202,bg,1622883,chugleader,97.01%,164825,101,8705,123,1159,947
203,de,2909663,MarthXT,98.33%,98562,101,8700,343,1851,1389
204,rs,3537949,smiljko,98.97%,56098,100,8687,45,776,713
205,it,4448118,Koba,99.42%,165186,102,8686,334,1322,878
206,kr,832084,Neta,99.20%,89987,103,8683,255,3156,197
207,fi,4773855,Maffe,98.92%,56567,100,8672,93,996,1048
208,at,3506191,BlueFlame,99.03%,164770,102,8668,118,1851,885
209,kr,3938876,eoehd1ek,97.95%,68924,101,8668,271,1865,477
210,id,1578073,gbs tap,99.35%,75219,100,8667,250,1761,600
211,kr,4600341,Happy New Year,98.95%,72076,101,8665,652,1810,142
212,us,2370889,Touchette,98.05%,61422,100,8662,44,1021,506
213,hk,2286528,- G I D Z -,98.48%,128415,102,8659,170,1874,774
214,cn,1343504,SpringLane,98.35%,70052,102,8656,67,2394,709
215,kr,2770796,w1sp,97.95%,19280,100,8653,19,419,481
216,dk,6295380,iamVill,98.16%,40621,100,8652,16,490,405
217,ca,2694475,Kyle,98.70%,98278,100,8650,9,910,1031
218,ru,637168,SoMad,98.82%,87722,101,8643,39,1484,1374
219,pl,4743869,Alien,98.93%,80060,100,8642,17,659,784
220,hk,1226106,Akiko-,97.82%,109646,101,8641,162,2050,421
221,gb,3915122,Woffel,99.48%,74432,101,8639,85,516,1269
222,ee,5527745,Abyssal,98.70%,78958,100,8637,46,576,574
223,br,1451811,Sooki,98.42%,115205,101,8635,22,966,1118
224,cn,2159014,Sarasa,98.36%,45900,100,8632,30,575,481
225,gb,2415743,Jameslike,98.74%,49348,101,8627,69,1154,545
226,tw,1749413,[ Jewel Yuki ],97.74%,75192,100,8627,35,819,838
227,us,4843831,TheKid217,99.53%,88020,101,8627,673,1270,991
228,tw,606544,My Angel Haruna,96.96%,92531,101,8623,28,1305,463
229,ru,5014197,My Angel DanyL,97.97%,96687,100,8619,16,392,750
230,no,3145033,Hundur,98.88%,104125,101,8619,52,848,1464
231,us,3077037,Yuza,99.04%,67013,101,8611,43,936,512
232,jp,360552,Sinch,98.83%,95301,103,8607,549,3805,640
233,de,2070822,W3CAT der Gott,98.97%,44716,101,8601,130,1619,1001
234,jp,352328,rrtyui,98.75%,171844,101,8597,311,1229,659
235,il,2787415,MrPotato,98.83%,117404,102,8588,123,1350,871
236,au,4882979,Dereban,97.61%,77615,100,8584,68,659,811
237,br,209664,fabriciorby,98.95%,86818,101,8583,702,1349,66
238,jp,1066760,OhAHO,98.67%,159607,101,8577,199,1582,1285
239,de,2106534,Koni Kinmo,98.77%,44666,101,8577,57,1031,1218
240,kr,2190336,Pray,95.24%,99395,102,8571,19,2165,702
241,pl,3446664,SpajdeR,99.06%,115637,102,8556,173,1460,485
242,ca,3216875,Arcadeas,99.27%,84903,101,8545,37,690,832
243,kr,4678615,Mizarr,97.09%,62345,100,8539,59,749,522
244,it,3614356,-Kazuki-,98.92%,119111,101,8536,546,1460,1012
245,tw,286740,Koalazy,96.79%,108891,102,8532,337,2593,582
246,us,3929529,mniminwoo,98.99%,107248,102,8531,98,1167,1138
247,jp,2309855,moca,99.13%,31784,100,8531,240,1308,414
248,jp,613953,Cien,98.57%,107667,101,8521,271,2679,438
249,at,1145984,Alumetorz,99.30%,89227,102,8521,89,1128,500
250,jp,707242,yuilemo,98.90%,34464,101,8517,61,903,551
251,cn,2896273,Far_Q,98.78%,135327,103,8511,52,1672,912
252,ru,4342841,Aden,97.98%,83969,101,8510,25,926,998
253,au,2197474,Yuiteru,98.49%,86934,101,8504,48,778,389
254,us,1064536,PizzaLovers007,98.97%,26445,101,8499,34,873,718
255,tw,952751,Small K,98.67%,110551,101,8499,267,3707,659
256,de,3678808,FriendoFox,99.20%,92113,101,8498,134,862,832
257,fr,1019489,Worne,99.44%,136753,103,8498,1107,2981,222
258,fr,3872987,-raizen-,98.96%,106919,101,8484,22,890,797
259,fr,1049999,Myko,98.87%,42977,100,8483,15,442,585
260,jp,3074650,Constelletion,98.98%,154581,102,8482,83,1349,968
261,kr,1414625,Cinia Pacifica,98.34%,55050,102,8468,63,1416,436
262,se,4628308,kawaine,98.19%,60660,100,8466,7,250,405
263,fr,4064914,Saizu,99.24%,85798,101,8461,33,998,1100
264,us,3923278,Boggles,98.03%,60151,101,8453,93,1182,767
265,fi,2867764,nycto,98.35%,130284,101,8453,34,896,931
266,jp,4039773,Nakocchi,98.50%,55632,101,8448,304,1836,1277
267,ee,2064445,Tiger Claw,98.05%,110733,101,8444,40,991,1195
268,kr,1856728,OsunMoM-,98.89%,63557,100,8443,125,1173,492
269,at,4601608,Spark-desu,98.23%,72154,100,8439,12,712,616
270,us,3171691,BeasttrollMC,98.93%,60093,101,8439,32,705,453
271,cn,1122052,My Angel Runa,99.01%,105167,102,8434,188,2451,619
272,us,6806754,Weabole,98.37%,63726,100,8434,47,213,166
273,jp,2060046,saikurondark,98.99%,72543,100,8431,10,402,313
274,kr,4224060,Tosino Kyoko,98.81%,53461,100,8424,177,1403,582
275,hk,1639250,YoonA-,99.02%,79448,101,8416,134,1101,596
276,cn,1030696,[ZN],98.56%,142263,101,8414,58,1242,1138
277,jp,2284721,-Zelos-,98.81%,81251,101,8413,197,1667,1000
278,ca,4323406,VINXIS,98.70%,71496,101,8409,36,934,1065
279,cz,3574151,Orbi,99.09%,96680,101,8409,75,1300,484
280,jp,733878,B e N i,99.15%,157862,102,8401,518,2386,793
281,us,4230827,theez35,99.32%,34476,100,8392,7,247,210
282,gb,4361729,Wario,99.09%,81284,101,8390,156,998,1389
283,cz,6602580,- Daichi -,99.17%,68962,100,8390,119,735,1292
284,lv,2842992,Jesus[Krists],98.83%,72079,101,8389,38,825,651
285,pl,1661517,Van Darkholme,98.72%,75637,101,8386,72,1210,837
286,us,4497691,Fangzy,98.92%,78381,100,8383,322,2088,976
287,no,895581,-GN,97.46%,111679,102,8383,137,1175,665
288,cn,629717,GGBY,98.48%,183558,105,8381,1503,12442,223
289,hk,4007897,obtio,98.69%,86615,100,8374,46,747,788
290,us,2644828,he rack,97.97%,79473,101,8374,67,1004,830
291,de,495272,cptnXn,99.19%,98595,102,8373,97,1138,565
292,fr,1572405,My Not,98.50%,113166,102,8372,135,2424,1478
293,at,2253511,Elscar,99.37%,97483,101,8368,430,1169,238
294,gb,4117142,OPJames,98.95%,67889,101,8367,45,740,888
295,au,1881685,Bauxe,98.52%,79318,101,8364,148,2450,851
296,us,2803031,Vinsu,98.55%,58818,100,8363,71,832,588
297,cl,2748187,Danidesu,98.12%,54892,100,8360,29,451,721
298,au,5113781,ithgyu,99.17%,51199,101,8359,32,853,1052
299,kr,4746949,[C u r i],98.62%,58900,101,8359,123,1000,629
300,fi,475021,thelewa,99.38%,169068,103,8356,933,3943,1007
301,dk,2533400,Cerkie,99.14%,119858,101,8353,312,1213,977
302,us,3251373,xElectroGH,98.75%,58572,100,8350,108,779,656
303,jp,4260383,Komaa,98.09%,108511,100,8348,234,852,208
304,lu,2742030,Kuronora,98.70%,114718,101,8345,108,1551,797
305,pl,1837989,MrBooM,98.57%,44144,100,8345,14,648,473
306,it,3516241,mrspazzaneve17,98.98%,51666,101,8341,250,1227,660
307,kr,4374853,AAA,98.92%,104870,103,8332,233,2009,88
308,us,2792595,GHAngeloid,99.19%,128905,102,8331,160,2431,576
309,jp,4220317,moguosu,96.68%,32720,100,8328,30,673,603
310,us,3096229,Zodiaack,99.07%,83355,102,8326,128,2437,1770
311,my,2681361,ClawViper,99.08%,54419,101,8325,242,2500,146
312,cn,1463343,Doma Umaru,97.83%,122532,101,8325,89,2405,1048
313,cn,551450,oohily,98.70%,82574,101,8316,109,3018,1115
314,cn,560228,Toshinou Kyouko,98.88%,67044,101,8315,137,2390,673
315,pl,4317480,Malolat,99.10%,60657,100,8315,34,470,494
316,ru,2408278,unberlin,98.90%,122348,101,8311,59,1141,1399
317,br,2290888,Mirtrax,98.50%,69704,101,8308,16,608,521
318,no,3213014,Cocaine dog,98.55%,91042,100,8301,38,613,571
319,fr,4866962,Kabu,99.06%,107726,100,8298,81,655,783
320,at,1426098,Shirone,98.76%,81692,101,8298,105,1116,525
321,ca,3122948,Ignite,98.97%,113566,101,8297,166,1201,935
322,kr,7058132,_AvA,98.67%,58451,100,8297,131,664,698
323,ca,2813864,Adore,92.97%,67800,100,8296,71,927,935
324,us,4680149,im bad,99.03%,90023,100,8291,27,516,613
325,kr,385069,ruexia,97.82%,90617,100,8289,6,428,521
326,ca,2012453,PikaPwn,99.29%,51835,100,8288,100,852,782
327,se,2930683,_---_,99.55%,100718,101,8286,128,834,863
328,nz,1266102,shortpotato,98.96%,40768,101,8285,166,1361,840
329,ar,2212941,Pein,98.94%,96654,102,8284,183,1923,850
330,tw,1810239,CrtReXn,98.63%,89214,101,8283,128,1673,1553
331,de,2766034,Umbre,99.12%,110463,101,8281,160,718,1115
332,us,2162669,Natalia,99.03%,36847,101,8279,128,1198,1022
333,kr,467010,[KOR]ArtRaid,97.07%,57047,100,8276,201,1573,909
334,us,5387798,Sedna,99.24%,65708,100,8274,728,560,685
335,kr,6506107,Rhythm blue,98.43%,49796,100,8268,3,639,632
336,fr,3281136,Haynoru,99.34%,115076,102,8267,75,2907,1642
337,br,5403374,Niii-san,99.23%,63493,100,8262,45,572,579
338,pl,2052847,FeriOP,98.77%,84256,101,8260,85,1108,1489
339,jp,1970239,Super Arrow,97.58%,83568,101,8259,54,1559,1025
340,gb,6331918,Mongoose-,98.17%,71312,100,8257,39,812,1181
341,au,2118945,Lunirs,98.15%,49232,101,8251,13,612,728
342,pl,2259709,No01,98.31%,139093,101,8236,169,1788,993
343,fr,3578303,Shinkei93,97.42%,44791,100,8236,0,326,205
344,se,809983,Slizzer,98.92%,78331,101,8227,117,1977,1259
345,nz,1488796,buny,98.66%,95546,101,8226,9,737,518
346,hk,2165650,mcy3,97.71%,103863,100,8226,15,466,498
347,us,3814776,-SoMoE-,98.43%,92187,100,8226,37,766,282
348,se,2686293,WORSTPOLACKEU,98.27%,66535,100,8226,27,696,666
349,kr,4098646,[Lunatic Bell],98.19%,122203,101,8223,20,997,575
350,jp,3987661,kaminogi,98.02%,47912,100,8216,55,941,669
351,jp,2429055,Sablestars,99.47%,63799,100,8215,51,794,379
352,jp,723565,sAraShina,98.92%,148241,102,8211,611,3825,790
353,de,686093,renoxz,99.38%,83194,101,8208,92,741,1121
354,my,414427,xsrsbsns,99.11%,78294,102,8197,1791,3081,300
355,cn,2849992,Garden,98.76%,41195,102,8197,712,3419,96
356,ru,1709406,MCNortrom,98.78%,55266,100,8192,40,1111,751
357,it,1852356,Kirin,98.75%,92818,101,8184,82,1036,748
358,ru,3973474,follon,98.90%,76865,101,8183,259,822,639
359,mx,4497582,-Wolfy-,98.37%,58352,101,8181,142,1190,741
360,kr,1533041,- Tea -,96.86%,98447,100,8180,15,421,688
361,jp,1014222,eLy,98.79%,179333,103,8180,229,3869,1634
362,kr,2006663,Crystal-,98.13%,61164,101,8179,240,2157,919
363,us,4808281,Agni,99.26%,58191,100,8172,137,919,1292
364,th,2484984,SylvieLism,99.32%,50820,100,8169,381,563,824
365,jp,589550,Mercurius,99.33%,197750,104,8165,1535,4774,462
366,ru,4880222,emabb,98.88%,69414,100,8164,58,912,730
367,br,5295743,Arnbition,99.19%,61002,100,8163,20,761,335
368,ua,1163931,FllareA,98.66%,97973,101,8163,23,1204,1115
369,de,3341040,TobiGH3,98.63%,44867,101,8158,31,744,530
370,tr,3200014,Rekia,97.86%,53191,100,8152,19,591,467
371,kr,843086,Resia,97.02%,68550,100,8151,43,1391,706
372,tw,1285637,Shiina Noriko,99.07%,31428,100,8150,90,1173,521
373,kr,4772355,ToLove,99.04%,52461,100,8147,120,766,407
374,my,3995630,Rampax,98.13%,116836,101,8134,17,769,1341
375,ca,2463971,younited,99.32%,37131,100,8133,39,642,274
376,fr,3820683,Snorlaax,98.23%,51998,100,8132,18,384,527
377,pl,3526708,Zabijaka,98.77%,107382,100,8132,97,1076,840
378,ru,5887647,LilDoc,97.95%,89243,101,8127,61,1317,1046
379,br,2772381,doki doki,98.71%,154318,101,8125,28,1075,725
380,jp,786579,Yacos,97.58%,90969,100,8124,18,800,1823
381,sg,1893953,Nakano-,98.95%,157525,103,8113,600,2937,151
382,us,6157605,Topoi,98.18%,49681,100,8110,15,537,732
383,hk,2353581,SkyzWai-,98.95%,121365,101,8105,48,1798,927
384,jp,756273,TaNaBaTa,98.79%,108274,101,8104,186,1741,1407
385,kr,5623417,Lolisim,99.37%,75610,100,8104,231,977,514
386,pl,4030832,kutafix,98.97%,62429,100,8097,18,240,445
387,au,1055634,Icyteru,99.26%,92727,101,8091,48,1139,744
388,kr,2000416,[Chiyo],97.79%,79815,101,8089,209,1518,681
389,at,3656589,Akane-Yuki,98.78%,46886,100,8089,72,981,612
390,tw,1234432,[RanYakumo],98.64%,93036,102,8088,153,1894,541
391,jp,2547953,UDQN,98.89%,54479,100,8087,244,1596,812
392,nl,5258565,Chidori,99.45%,32794,100,8079,97,482,221
393,ru,989489,Shiawase,98.77%,104327,102,8075,238,3454,1302
394,cn,2451651,Kafuu Chino,98.77%,80382,101,8074,45,850,435
395,fr,3770761,Crybaby,98.21%,127168,101,8064,22,533,563
396,us,3771576,FlamingPony,99.04%,56361,100,8063,155,838,1310
397,no,5201225,ItsKevZii,98.25%,82781,101,8062,27,870,756
398,us,1629059,Broccoly,98.01%,77214,101,8054,25,1111,865
399,cn,2390581,funky enough,98.29%,62158,101,8052,10,917,899
400,pl,2272413,esemoka57,98.35%,85332,101,8045,31,560,462
401,us,4172839,CPUGeek,99.44%,99456,101,8045,260,1340,460
402,ph,3932796,ededed028,98.62%,76663,100,8042,40,450,236
403,pl,2845588,XVoIR,98.78%,41256,100,8038,46,540,348
404,my,2932510,wuhua,97.51%,130287,100,8037,242,1009,836
