rank,country,uid,name,accuracy,play count,level,pp,SS,S,A
114,jp,4535785,Saimonea,98.84%,66991,100,9003,208,637,193
115,jp,343865,Gokuri,99.06%,101480,102,9000,192,1517,1031
116,gr,3638005,Riven,99.24%,137684,101,9000,73,983,935
117,tw,5155973,Rizer,99.39%,69523,101,8994,1200,2920,434
118,kr,2932923,harunaruna,98.55%,113021,102,8980,133,1241,641
119,dk,2114273,Mayoi Hachikuji,98.57%,136901,101,8964,88,1236,1208
120,us,3441616,Clarity,98.94%,77954,100,8959,246,1268,303
121,br,4663554,Zekker,98.92%,45038,101,8949,355,327,287
122,au,2671317,[ ZhengS ],97.67%,126145,101,8942,36,1019,716
123,gb,4407567,Wookiezi,98.72%,62699,100,8938,73,478,631
124,il,3382084,Kyoko,98.94%,81842,100,8929,241,582,441
125,us,3985234,Avenging_Goose,99.27%,48421,101,8920,91,678,608
126,mk,3909629,MetoA,98.68%,60209,101,8918,90,981,727
127,us,3533958,fieryrage,97.26%,49993,101,8914,64,1030,700
128,us,2266860,Mrotaku,98.93%,64825,101,8904,64,1101,581
129,kr,1203216,Yellow,98.80%,85678,101,8900,74,983,454
130,us,492699,Kaoru,99.20%,143916,102,8896,275,3627,2561
131,kr,903167,My Aim Trash,99.35%,149066,102,8893,198,1546,1563
132,hu,4142446,legekka,99.02%,58529,100,8890,144,899,823
133,fi,3123423,Hyppyri,99.00%,109171,100,8884,92,1144,1480
134,kr,713266,sayonara-bye,98.83%,110858,102,8879,182,2278,783
135,kr,3478883,Sequence,96.55%,55195,101,8873,59,1189,418
136,ru,4607565,Zavarka,98.38%,122357,101,8871,407,1533,904
137,nl,2167433,Pittigbaasje,99.12%,60790,101,8870,79,1104,507
138,gb,1986262,Castiel,99.00%,52475,101,8863,189,2449,981
139,us,1028387,Ritzeh,98.85%,80920,101,8854,94,1615,705
140,ca,3687489,ChronoTrig,98.70%,123198,101,8853,113,1308,735
141,kr,4133758,Faics,99.35%,12339,100,8844,122,730,621
142,de,846038,Splinter572,98.89%,182604,102,8833,674,1703,731
143,us,3328676,Seouless,98.72%,147218,102,8830,58,1440,829
144,kr,5979619,NNAisle,99.12%,50002,100,8817,30,484,701
145,ca,2866814,MiruHong,99.19%,113608,102,8800,267,764,440
146,no,3990173,Sebu,98.82%,141891,102,8800,24,968,848
147,th,1427407,- Phantasma -,98.17%,78365,101,8798,139,1400,963
148,ca,3877775,Puffydaddy,99.26%,67839,101,8797,24,719,1248
149,jp,1978650,Sakurai Momoka,98.77%,76523,101,8793,242,2261,1040
150,jp,3345902,Yakisoba_Pan,98.96%,145352,101,8789,434,1454,958
151,jp,2197482,Twintail,99.18%,93455,101,8782,2135,1146,122
152,sg,2312106,GSBlank,98.94%,93336,102,8782,45,2398,1590
153,de,2282047,Risiing,99.19%,82025,101,8780,133,901,475
154,gb,2245830,FlowR,99.21%,121777,101,8776,123,1115,764
155,ph,6466331,Anzu Takakura,98.79%,86341,100,8770,19,400,566
156,mx,2484629,Broodich,99.10%,181231,102,8767,696,2957,2251
157,de,1164526,BDDav,99.39%,112296,101,8757,409,1601,280
158,lv,2891792,Emula,99.04%,92703,102,8739,129,2040,572
159,kr,2823991,quickly die,99.10%,86548,101,8738,156,1623,1086
160,ar,756068,Serena,99.37%,70740,101,8734,641,952,411
161,kr,2043401,Enon,99.20%,102216,102,8727,177,1781,1001
162,lt,2639159,Shelbis,98.70%,60693,100,8726,34,661,703
163,fr,4115408,ExLeaF,98.32%,69526,100,8724,56,684,576
164,ph,1587999,Mira-san,98.49%,67170,100,8715,165,980,216
165,kr,526851,Qu1z,97.72%,64829,100,8704,34,539,856
166,kr,832084,Neta,99.19%,89497,103,8677,253,3103,197
167,ca,2601166,Toke,98.48%,277288,102,8676,78,1392,1527
168,cl,2319238,pyon,98.67%,91847,102,8668,246,1848,690
169,kr,3938876,eoehd1ek,97.95%,68764,101,8668,270,1863,477
170,nz,3833980,yellowy246,98.92%,81863,101,8665,190,969,780
171,de,4151585,cmnk,98.64%,74375,100,8661,100,922,845
172,us,2370889,Touchette,98.05%,60576,100,8661,44,1019,496
173,kr,2770796,w1sp,97.95%,19280,100,8653,19,419,481
174,jp,2477878,Sheba,99.24%,106995,104,8652,1404,1748,0
175,id,1578073,gbs tap,99.35%,74389,100,8650,250,1758,596
176,ar,2367825,Toushi,99.10%,78465,100,8650,50,886,847
177,au,7260014,Korilak,99.16%,48044,100,8644,31,358,419
178,ru,637168,SoMad,98.82%,87722,101,8643,39,1484,1374
179,hk,2286528,- G I D Z -,98.47%,127058,102,8642,163,1850,775
180,hk,1226106,Akiko-,97.82%,109643,101,8641,162,2050,421
181,ee,5527745,Abyssal,98.70%,78958,100,8637,46,576,574
182,at,939213,NuHaru,97.87%,36064,100,8635,17,975,707
183,br,1451811,Sooki,98.42%,115194,101,8634,22,963,1114
184,ar,1887616,Lexalia,98.55%,67093,101,8633,112,1095,607
185,fi,4773855,Maffe,98.92%,55333,100,8632,90,989,1013
186,pl,56917,fartownik,99.14%,252548,103,8630,128,2368,1132
187,cn,1597068,MeiMei,99.10%,31987,100,8626,16,399,287
188,tw,959763,Flask,97.87%,51596,100,8616,107,1500,999
189,de,2909663,MarthXT,98.25%,96014,101,8616,331,1757,1323
190,cn,1343504,SpringLane,98.36%,68949,101,8614,66,2363,678
191,jp,487985,gasanww,99.55%,189128,102,8611,978,3712,90
192,it,4448118,Koba,99.43%,158705,102,8609,306,1247,830
193,hu,2295787,scuoa,99.32%,65057,102,8608,167,1618,965
194,de,2070822,W3SON,98.97%,44271,101,8598,130,1598,996
195,ph,6244066,HaruTachi-,98.47%,34533,100,8597,6,388,842
196,jp,352328,rrtyui,98.75%,171844,101,8597,311,1229,659
197,at,5302223,Myst1k,98.82%,83770,101,8591,91,1166,953
198,br,209664,fabriciorby,98.95%,86497,101,8583,701,1344,65
199,gb,3915122,Woffel,99.47%,72626,101,8579,85,510,1240
200,jp,1066760,OhAHO,98.67%,159607,101,8577,199,1582,1285
201,fi,4982095,Sakke,98.32%,60671,100,8575,14,296,193
202,jp,360552,Sinch,98.84%,95054,103,8562,549,3794,633
203,il,2787415,MrPotato,98.87%,115522,102,8550,120,1327,867
204,ca,3146018,karalis,98.50%,75865,100,8549,49,1003,772
205,tw,606544,My Angel Haruna,96.81%,90187,101,8547,25,1273,452
206,de,2106534,Koni Kinmo,98.77%,43651,100,8546,58,1013,1201
207,lt,4692344,Haganenno,99.03%,74420,101,8546,137,778,652
208,tw,1749413,[ Jewel Yuki ],97.64%,73299,100,8542,35,775,827
209,ca,3216875,Arcadeas,99.27%,83395,101,8541,37,684,808
210,kr,4678615,Mizarr,97.09%,62345,100,8539,59,749,522
211,kr,2556958,ReaL motion,99.30%,120965,103,8539,123,1960,1110
212,kr,1334384,T A K A O,99.13%,74999,100,8537,142,810,1230
213,bz,3517706,[ Zane ],98.43%,112604,101,8534,117,1884,899
214,no,3145033,Hundur,98.95%,98795,100,8526,49,818,1421
215,fr,3117824,My Angel 2B,98.91%,79864,100,8525,27,508,418
216,ca,2694475,Kyle,98.69%,95289,100,8524,9,849,996
217,cn,2159014,Sarasa,98.28%,44384,100,8523,24,557,468
218,jp,613953,Cien,98.57%,107627,101,8521,271,2679,438
219,at,1145984,Alumetorz,99.30%,89227,102,8521,89,1128,500
220,gb,2415743,Jameslike,98.76%,48553,101,8516,68,1132,535
221,nl,4858573,Syph,98.94%,60099,100,8510,30,501,1083
222,au,2197474,Yuiteru,98.49%,85530,100,8501,48,776,378
223,jp,707242,yuilemo,98.90%,33328,101,8500,60,890,541
224,tw,952751,Small K,98.67%,110511,101,8499,267,3707,659
225,se,4991464,Chronomarly,99.27%,75909,101,8489,202,612,259
226,de,3678808,FriendoFox,99.20%,89832,101,8485,133,860,826
227,it,3614356,-Kazuki-,98.96%,116545,101,8482,532,1449,991
228,fr,1019489,Worne,99.43%,134150,102,8473,1044,2926,256
229,se,2734971,Benud,97.60%,61972,100,8472,6,242,440
230,kr,1414625,Cinia Pacifica,98.34%,54994,102,8468,63,1416,436
231,fr,4064914,Saizu,99.24%,85797,101,8461,33,998,1100
232,us,4843831,TheKid217,99.49%,83931,101,8455,625,1201,949
233,cn,2896273,Far_Q,98.76%,131682,103,8445,51,1655,881
234,kr,1856728,OsunMoM-,98.89%,63450,100,8443,125,1173,492
235,se,4628308,kawaine,98.16%,60141,100,8439,7,250,396
236,bg,1622883,chugleader,97.82%,150816,101,8427,121,1116,891
237,cn,1122052,My Angel Runa,99.00%,104393,102,8427,188,2449,612
238,no,2841744,Warrock,99.11%,82280,101,8425,201,1343,1289
239,kr,4224060,Tosino Kyoko,98.81%,53397,100,8424,177,1403,581
240,jp,2284721,-Zelos-,98.81%,81251,101,8413,197,1667,1000
241,ca,4323406,VINXIS,98.70%,70755,101,8406,36,916,1045
242,kr,2190336,Pray,95.05%,96207,102,8404,19,2029,674
243,jp,3074650,Constelletion,98.91%,152688,102,8402,83,1335,961
244,ru,4342841,Aden,98.04%,81671,101,8402,25,891,968
245,mx,3233957,Psycopath-,98.44%,145274,101,8394,20,744,800
246,cn,1030696,[ZN],98.51%,140403,101,8380,57,1232,1128
247,us,3923278,Boggles,98.01%,58482,101,8380,89,1166,741
248,pl,1661517,Van Darkholme,98.76%,74498,101,8377,72,1205,807
249,cn,629717,GGBY,98.50%,182043,105,8374,1496,12416,217
250,de,495272,cptnXn,99.19%,98595,102,8373,97,1138,565
251,lv,2842992,Jesus[Krists],98.84%,71492,101,8367,35,815,639
252,tw,286740,Koalazy,96.82%,106424,101,8364,333,2508,517
253,us,4497691,Fangzy,98.92%,77154,100,8363,321,2062,933
254,us,2803031,Vinsu,98.56%,58575,100,8362,71,830,579
255,fi,475021,thelewa,99.38%,169068,103,8356,933,3943,1007
256,kr,4600341,Happy New Year,98.82%,69393,101,8354,620,1718,148
257,no,895581,-GN,97.40%,109523,102,8352,128,1131,662
258,dk,2533400,Cerkie,99.15%,118816,101,8350,309,1203,942
259,us,3251373,xElectroGH,98.75%,58409,100,8350,107,778,653
260,au,1881685,Bauxe,98.50%,78649,101,8349,147,2437,851
261,us,3077037,Yuza,99.05%,64782,101,8347,43,907,503
262,fr,1572405,My Not,98.47%,112637,102,8347,136,2415,1461
263,id,2454767,gbs aim,98.85%,50833,100,8343,51,701,726
264,au,5113781,ithgyu,99.17%,50430,101,8336,32,844,1034
265,kr,4374853,AAA,98.92%,103953,103,8331,232,2009,90
266,dk,6295380,iamVill,98.28%,37602,100,8329,12,418,359
267,pl,4743869,Alieen,98.83%,75887,100,8328,13,618,728
268,us,3096229,Zodiaack,99.07%,83032,102,8326,127,2431,1764
269,lu,2742030,Kuronora,98.72%,112476,101,8319,108,1541,786
270,jp,4220317,moguosu,96.66%,32387,100,8315,30,673,598
271,cn,560228,Toshinou Kyouko,98.87%,66559,101,8312,136,2366,658
272,ee,2064445,Tiger Claw,98.05%,109150,101,8311,39,953,1149
273,gb,4361729,Wario,99.19%,77017,100,8310,153,934,1327
274,jp,2309855,moca,99.11%,31070,100,8308,227,1256,398
275,cn,551450,oohily,98.69%,82380,101,8307,109,3014,1116
276,us,4194445,Apraxia,98.91%,80948,100,8306,85,715,1238
277,at,2253511,Elscar,99.38%,95454,101,8305,427,1154,232
278,hk,1639250,YoonA-,99.04%,77563,101,8300,133,1075,582
279,ru,2408278,unberlin,98.91%,117804,101,8297,51,1108,1337
280,jp,733878,B e N i,99.11%,157516,102,8294,517,2381,778
281,it,3516241,mrspazzaneve17,98.96%,50516,101,8294,251,1197,619
282,at,1426098,Shirone,98.78%,81186,101,8290,104,1110,521
283,nz,1266102,shortpotato,98.96%,40526,101,8284,158,1350,834
284,us,2162669,Natalia,99.03%,36826,101,8278,128,1198,1017
285,jp,2060046,saikurondark,98.95%,70456,100,8275,10,388,291
286,cz,3574151,Orbi,98.97%,93776,101,8272,72,1281,476
287,us,5387798,Shiorii,99.24%,65318,100,8271,727,559,653
288,pe,2291265,Arnold24x24,98.85%,85649,100,8270,227,1071,817
289,us,1064536,PizzaLovers007,99.07%,25600,101,8268,30,805,704
290,de,3256299,Epiphany,99.55%,51553,101,8263,129,772,991
291,cn,1463343,Doma Umaru,97.80%,119242,101,8261,86,2349,1000
292,jp,4039773,Nakocchi,98.66%,54231,101,8258,300,1779,1252
293,ru,5014197,My Angel DanyL,97.80%,87494,100,8249,16,370,667
294,gb,6331918,Mongoose-,98.16%,68179,100,8248,39,778,1131
295,de,2766034,Umbre,99.17%,102633,100,8245,157,692,1063
296,pl,3446664,SpajdeR,98.98%,111895,102,8244,172,1453,477
297,fi,2867764,nycto,98.32%,125260,101,8238,33,886,920
298,pl,2259709,No01,98.33%,138557,101,8233,169,1784,988
299,jp,3545547,Tetla,98.75%,117516,103,8229,573,1336,276
300,se,809983,Slizzer,98.92%,77854,101,8227,116,1967,1252
301,nz,1488796,buny,98.66%,95506,101,8226,9,737,518
302,de,1118341,Jonimay,98.03%,118866,101,8225,88,1378,1306
303,my,2681361,ClawViper,99.14%,53528,101,8225,231,2440,149
304,us,3814776,-SoMoE-,98.43%,91295,100,8222,37,753,280
305,us,4680149,im bad,98.96%,87537,100,8221,25,511,593
306,jp,2429055,Sablestars,99.47%,62741,100,8212,50,789,377
307,kr,4098646,[Lunatic Bell],98.23%,119938,101,8207,20,985,549
308,de,686093,renoxz,99.38%,83139,101,8207,92,740,1116
309,my,414427,xsrsbsns,99.11%,77928,102,8197,1789,3073,298
310,us,2644828,he rack,98.09%,76571,101,8188,64,973,776
311,tw,1810239,CrtReXn,98.80%,87074,101,8184,127,1615,1531
312,kr,1533041,- Tea -,96.86%,98178,100,8180,15,421,687
313,kr,2006663,Crystal-,98.13%,61161,101,8179,240,2157,919
314,us,2792595,GHAngeloid,99.05%,124865,102,8178,148,2274,643
315,au,4882979,Dereban,97.79%,72641,100,8176,67,645,771
316,jp,1014222,eLy,98.81%,178369,103,8175,228,3852,1630
317,kr,4746949,[C u r i],98.83%,57548,101,8172,121,963,603
318,uy,4152967,Rekaru,99.44%,72316,101,8169,213,1122,669
319,pl,1837989,MrBooM,98.55%,42438,100,8168,14,619,445
320,fr,3872987,-raizen-,99.03%,101927,101,8165,19,829,732
321,jp,589550,Mercurius,99.33%,197174,104,8165,1533,4769,462
322,se,2686293,WORSTPOLACKEU,98.34%,64811,100,8164,27,692,645
323,kr,385069,ruexia,97.69%,88550,100,8164,6,420,507
324,de,3341040,TobiGH3,98.63%,44851,101,8158,31,744,529
325,fr,3281136,Haynoru,99.27%,111688,101,8151,74,2818,1627
326,us,4230827,theez35,99.29%,31975,100,8150,6,241,208
327,kr,4772355,ToLove,99.04%,52293,100,8147,120,764,406
328,ua,1163931,FllareA,98.64%,96162,101,8146,23,1193,1079
329,br,5295743,Arnbition,99.15%,58675,100,8141,14,724,335
330,at,4601608,Spark-desu,98.42%,69515,100,8141,12,695,583
331,ca,2012453,PikaPwn,99.29%,49526,100,8136,98,840,761
332,cl,2748187,Danidesu,98.29%,53455,100,8134,29,442,699
333,cz,6602580,- Daichi -,99.24%,63022,100,8125,93,681,1233
334,kr,843086,Resia,96.96%,68343,100,8118,43,1389,705
335,cn,2849992,Garden,98.80%,39567,102,8116,704,3287,91
336,cn,2522197,hyheleh,98.53%,79826,101,8111,54,1609,1101
337,ru,5887647,LilDoc,97.97%,84178,101,8107,60,1274,974
338,jp,4260383,Komaa,98.12%,102401,100,8107,225,795,116
339,fr,3578303,Shinkei93,97.54%,42453,100,8105,0,322,195
340,pl,4030832,kutafix,98.98%,60436,100,8090,17,237,430
341,au,1055634,Icyteru,99.26%,92141,101,8089,48,1134,742
342,kr,2000416,[Chiyo],97.79%,79720,101,8089,209,1512,680
343,us,3929529,mniminwoo,98.96%,103433,101,8085,91,1107,1103
344,jp,786579,Yacos,97.73%,88566,100,8085,18,795,1752
345,jp,756273,TaNaBaTa,98.83%,107346,101,8084,185,1736,1385
346,sg,1893953,Nakano-,98.93%,154882,103,8079,600,2932,151
347,nl,5258565,Chidori,99.45%,32794,100,8079,97,482,221
348,mx,4497582,-Wolfy-,98.62%,56396,100,8072,140,1161,722
349,at,3656589,Akane-Yuki,98.73%,45542,100,8064,71,969,584
350,ca,2463971,younited,99.31%,36502,100,8058,39,627,257
351,tr,3200014,Rekia,97.93%,51733,100,8054,18,578,458
352,us,1629059,Broccoly,98.01%,77194,101,8054,25,1110,862
353,br,5403374,Niii-san,99.11%,59347,100,8049,40,519,515
354,br,2290888,Mirtrax,98.46%,66540,101,8040,15,578,490
355,ar,2212941,Pein,98.97%,92328,102,8040,171,1810,817
356,kr,467010,[KOR]ArtRaid,97.60%,51119,100,8038,201,1549,870
357,my,3995630,Rampax,98.36%,112796,101,8033,17,747,1309
358,ru,3973474,follon,98.88%,74578,101,8030,257,757,605
359,gb,846235,koki,97.86%,94733,101,8030,72,911,788
360,pl,3526708,Zabijaka,98.82%,102988,100,8027,95,1063,800
361,cn,672726,MatsumotoRise,99.02%,52885,101,8026,95,1677,1028
362,se,2930683,_---_,99.52%,98823,101,8022,128,810,851
363,cn,2451651,Kafuu Chino,98.95%,79059,101,8014,45,840,436
364,ca,622485,Bowlglet,98.77%,62941,101,8013,47,762,534
365,us,3171691,BeasttrollMC,98.89%,57836,100,8012,25,620,438
366,it,617323,Chewin,99.10%,146734,102,8012,425,5830,856
367,kr,2146286,Urania,98.97%,78287,100,8012,28,579,654
368,jp,1448729,momotayan,98.71%,36756,100,8010,193,1581,394
369,gb,1438509,Kardet,98.84%,77536,101,8003,160,1861,1137
370,fr,1049999,Myko,98.77%,41389,100,8002,15,436,564
371,se,2736959,Aphromoo,98.93%,51563,100,8002,146,1375,1110
372,kr,7058132,_AvA,98.62%,53574,100,8002,117,577,639
373,br,1565856,Ashtar,99.12%,65198,102,7998,104,1767,200
374,jp,91738,Guy,99.28%,144101,102,7996,1524,3259,836
375,kr,625988,Yuria,99.35%,115402,102,7994,2306,1591,1068
376,jp,1970239,Super Arrow,97.27%,82218,101,7992,51,1522,988
377,it,1852356,Kirin,98.73%,91448,101,7990,82,1031,726
378,jp,462601,Rean-K,98.06%,49804,100,7989,21,1047,582
379,gb,4117142,OPJames,98.92%,64267,101,7989,42,715,856
380,fi,926370,Regnall,99.41%,109290,102,7984,416,2087,649
381,tw,1843469,little Agile,99.41%,85911,102,7970,836,3157,720
382,ca,2417147,[ BJ ],99.00%,83652,101,7966,218,1649,703
383,pl,4317480,Malolat,99.10%,56421,100,7965,31,438,466
384,us,4263943,Leotic,98.55%,53838,101,7963,166,3212,970
385,us,5701369,diciestaking,98.99%,56254,100,7960,68,1200,692
386,jp,3987661,kaminogi,98.08%,44585,100,7959,54,892,594
387,kr,5623417,Lolisim,99.39%,73127,100,7952,223,960,497
388,ae,2132093,ebc123,98.31%,140096,101,7951,40,1067,930
389,cn,350723,wobeinimacao,98.88%,161035,103,7947,93,3757,296
390,sk,1285945,PeteX,98.13%,92986,101,7943,123,1796,1036
391,hk,4007897,obtio,98.73%,79750,100,7941,43,697,770
392,th,2484984,FatalxE,99.26%,47564,100,7941,336,524,782
393,ru,1568047,Hasawa Kraenes,98.12%,68305,101,7939,1,922,948
394,pl,4099626,NeBuSC2,98.74%,60146,101,7936,507,1441,250
395,us,3530678,[ G h o s t ],98.75%,54546,100,7934,121,1245,1203
396,tr,4365203,gejutel,98.39%,97185,100,7934,29,611,551
397,ru,989489,Shiawase,98.78%,101863,102,7934,237,3434,1285
398,lt,85043,Zinkon,99.02%,56808,101,7932,108,1827,2156
399,ar,1625740,benjacala,99.00%,132459,102,7931,100,1811,1139
400,dk,2678812,Tona,98.91%,109896,101,7931,61,1571,1346
401,nl,2715937,Ahmnesia,99.30%,59578,101,7930,83,929,906
402,de,1715441,Veth,99.31%,73252,100,7923,116,593,607
403,mx,5750677,SadBoi,98.66%,39823,100,7923,77,964,1159
404,th,199669,Frostmourne,99.10%,110819,103,7918,669,4065,638
405,ph,3932796,ededed028,98.67%,74087,100,7918,37,439,228
