rank,country,uid,name,accuracy,play count,level,pp,SS,S,A
161,kr,2043401,Enon,99.20%,102218,102,8727,177,1781,1001
162,lt,2639159,Shelbis,98.70%,60693,100,8726,34,661,703
163,fr,4115408,ExLeaF,98.32%,69526,100,8724,56,684,576
164,ph,1587999,Mira-san,98.49%,67170,100,8715,165,980,216
165,kr,526851,Qu1z,97.72%,64830,100,8704,34,539,855
166,bz,3517706,[ Zane ],98.62%,113253,101,8684,116,1896,898
167,kr,832084,Neta,99.19%,89500,103,8677,253,3103,197
168,ca,2601166,Toke,98.48%,277779,102,8676,78,1393,1529
169,cl,2319238,pyon,98.67%,91847,102,8668,246,1848,690
170,kr,3938876,eoehd1ek,97.95%,68764,101,8668,270,1863,477
171,nz,3833980,yellowy246,98.92%,81950,101,8665,190,971,784
172,fr,3117824,My Angel 2B,98.78%,80292,100,8662,27,510,418
173,de,4151585,cmnk,98.64%,74375,100,8661,100,922,845
174,us,2370889,Touchette,98.05%,60576,100,8661,44,1019,496
175,ar,2367825,Toushi,99.09%,78524,100,8660,50,886,847
176,nl,4858573,Syph,98.97%,60299,100,8655,30,504,1083
177,kr,2770796,w1sp,97.95%,19280,100,8653,19,419,481
178,jp,2477878,Sheba,99.24%,107066,104,8652,1404,1750,0
179,id,1578073,gbs tap,99.35%,74498,100,8650,250,1759,597
180,au,7260014,Korilak,99.16%,48116,100,8644,31,358,419
181,ru,637168,SoMad,98.82%,87722,101,8643,39,1484,1374
182,hk,2286528,- G I D Z -,98.47%,127182,102,8642,164,1850,776
183,hk,1226106,Akiko-,97.82%,109643,101,8641,162,2050,421
184,ee,5527745,Abyssal,98.70%,78958,100,8637,46,576,574
185,ar,1887616,Lexalia,98.55%,67124,101,8636,112,1096,607
186,pl,56917,fartownik,99.14%,252826,103,8635,128,2370,1134
187,at,939213,NuHaru,97.87%,36070,100,8635,17,975,707
188,br,1451811,Sooki,98.42%,115194,101,8634,22,963,1114
189,fi,4773855,Maffe,98.92%,55444,100,8632,90,989,1020
190,cn,1597068,MeiMei,99.10%,32009,100,8626,16,399,287
191,tw,959763,Flask,97.87%,51596,100,8616,107,1500,999
192,de,2909663,MarthXT,98.25%,96025,101,8616,331,1758,1323
193,cn,1343504,SpringLane,98.36%,68960,101,8614,66,2364,679
194,jp,487985,gasanww,99.56%,189335,102,8613,980,3715,86
195,it,4448118,Koba,99.43%,158742,102,8609,306,1248,831
196,hu,2295787,scuoa,99.33%,65224,102,8609,167,1619,964
197,de,2070822,W3SON,98.97%,44279,101,8598,130,1598,996
198,ph,6244066,HaruTachi-,98.47%,34622,100,8597,6,388,842
199,jp,352328,rrtyui,98.75%,171844,101,8597,311,1229,659
200,at,5302223,Myst1k,98.82%,83867,101,8591,91,1167,955
201,kr,1334384,T A K A O,99.08%,75362,100,8584,142,818,1225
202,br,209664,fabriciorby,98.95%,86497,101,8583,701,1344,65
203,gb,3915122,Woffel,99.47%,72626,101,8579,85,510,1240
204,jp,1066760,OhAHO,98.67%,159607,101,8577,199,1582,1285
205,fi,4982095,Sakke,98.32%,60798,100,8575,14,296,194
206,jp,360552,Sinch,98.84%,95054,103,8562,549,3794,633
207,no,3145033,Hundur,98.86%,99267,101,8559,49,821,1423
208,lt,4692344,Haganenno,99.03%,74490,101,8558,138,780,651
209,il,2787415,MrPotato,98.87%,115524,102,8550,120,1327,867
210,ca,3146018,karalis,98.50%,76010,100,8549,49,1003,774
211,tw,606544,My Angel Haruna,96.81%,90187,101,8547,25,1273,452
212,de,2106534,Koni Kinmo,98.77%,43665,100,8546,58,1014,1202
213,tw,1749413,[ Jewel Yuki ],97.64%,73441,100,8543,35,780,831
214,ca,3216875,Arcadeas,99.27%,83422,101,8541,37,684,808
215,kr,4678615,Mizarr,97.09%,62345,100,8539,59,749,522
216,kr,2556958,ReaL motion,99.30%,120983,103,8539,123,1960,1110
217,ca,2694475,Kyle,98.69%,95330,100,8524,9,849,996
218,cn,2159014,Sarasa,98.28%,44384,100,8523,24,557,468
219,jp,613953,Cien,98.57%,107627,101,8521,271,2679,438
220,at,1145984,Alumetorz,99.30%,89227,102,8521,89,1128,500
221,gb,2415743,Jameslike,98.75%,48654,101,8520,68,1136,539
222,au,2197474,Yuiteru,98.49%,85564,100,8501,48,776,378
223,jp,707242,yuilemo,98.90%,33358,101,8500,60,891,540
224,tw,952751,Small K,98.67%,110511,101,8499,267,3707,659
225,de,3678808,FriendoFox,99.20%,89955,101,8494,133,860,827
226,se,4991464,Chronomarly,99.27%,75911,101,8489,202,613,259
227,it,3614356,-Kazuki-,98.96%,116694,101,8482,532,1450,992
228,fr,1019489,Worne,99.43%,134249,102,8473,1048,2924,255
229,se,2734971,Benud,97.60%,61981,100,8472,6,242,440
230,no,2841744,Warrock,99.11%,82957,101,8471,202,1345,1290
231,kr,1414625,Cinia Pacifica,98.34%,54994,102,8468,63,1416,436
232,fr,4064914,Saizu,99.24%,85797,101,8461,33,998,1100
233,us,4843831,TheKid217,99.49%,83960,101,8455,625,1201,950
234,mx,3233957,Psycopath-,98.50%,145463,101,8447,20,746,799
235,cn,2896273,Far_Q,98.76%,131689,103,8445,51,1655,881
236,kr,1856728,OsunMoM-,98.89%,63450,100,8443,125,1173,492
237,se,4628308,kawaine,98.16%,60141,100,8439,7,250,396
238,bg,1622883,chugleader,97.82%,151115,101,8427,122,1116,894
239,cn,1122052,My Angel Runa,99.00%,104393,102,8427,188,2449,612
240,kr,4224060,Tosino Kyoko,98.81%,53397,100,8424,177,1403,581
241,us,3077037,Yuza,99.01%,65002,101,8417,43,909,503
242,jp,2284721,-Zelos-,98.81%,81251,101,8413,197,1667,1000
243,ca,4323406,VINXIS,98.70%,70825,101,8406,36,916,1045
244,kr,2190336,Pray,95.05%,96329,102,8404,19,2032,682
245,jp,3074650,Constelletion,98.91%,152831,102,8402,83,1335,961
246,ru,4342841,Aden,98.04%,81671,101,8402,25,891,968
247,kr,4600341,Happy New Year,98.82%,69630,101,8389,623,1723,151
248,cn,1030696,[ZN],98.51%,140429,101,8380,57,1232,1129
249,us,3923278,Boggles,98.01%,58482,101,8380,89,1166,741
250,pl,1661517,Van Darkholme,98.76%,74512,101,8377,72,1205,807
251,cn,629717,GGBY,98.50%,182161,105,8375,1497,12418,216
252,de,495272,cptnXn,99.19%,98595,102,8373,97,1138,565
253,lv,2842992,Jesus[Krists],98.84%,71581,101,8367,35,816,643
254,tw,286740,Koalazy,96.82%,106501,101,8365,333,2509,518
255,us,4497691,Fangzy,98.92%,77232,100,8363,321,2064,934
256,us,2803031,Vinsu,98.56%,58583,100,8362,71,830,580
257,de,3256299,Epiphany,99.48%,51849,101,8361,131,784,993
258,fi,475021,thelewa,99.38%,169068,103,8356,933,3943,1007
259,no,895581,-GN,97.40%,109543,102,8352,128,1131,663
260,dk,2533400,Cerkie,99.15%,118845,101,8350,307,1205,945
261,us,3251373,xElectroGH,98.75%,58425,100,8350,107,778,653
262,au,1881685,Bauxe,98.50%,78649,101,8349,147,2437,851
263,fr,1572405,My Not,98.47%,112637,102,8347,136,2415,1461
264,id,2454767,gbs aim,98.85%,50961,100,8343,51,702,726
265,au,5113781,ithgyu,99.17%,50482,101,8336,32,844,1037
266,kr,4374853,AAA,98.92%,104079,103,8331,235,2010,89
267,dk,6295380,iamVill,98.28%,37648,100,8329,12,418,359
268,pl,4743869,Alieen,98.83%,75976,100,8328,13,618,730
269,us,3096229,Zodiaack,99.07%,83037,102,8326,127,2431,1765
270,lu,2742030,Kuronora,98.72%,112584,101,8319,108,1541,787
271,jp,4220317,moguosu,96.66%,32390,100,8315,30,673,598
272,jp,2309855,moca,99.11%,31115,100,8312,233,1261,397
273,cn,560228,Toshinou Kyouko,98.87%,66559,101,8312,136,2366,658
274,ee,2064445,Tiger Claw,98.05%,109166,101,8311,39,953,1149
275,gb,4361729,Wario,99.19%,77262,100,8310,154,937,1328
276,cn,551450,oohily,98.69%,82385,101,8307,109,3015,1116
277,us,4194445,Apraxia,98.91%,80948,100,8306,85,715,1238
278,at,2253511,Elscar,99.38%,95454,101,8305,427,1154,232
279,hk,1639250,YoonA-,99.04%,77668,101,8300,133,1075,582
280,ru,2408278,unberlin,98.91%,118010,101,8297,51,1109,1343
281,jp,733878,B e N i,99.11%,157516,102,8294,517,2381,778
282,it,3516241,mrspazzaneve17,98.96%,50519,101,8294,251,1197,620
283,at,1426098,Shirone,98.78%,81186,101,8290,104,1110,521
284,ru,5014197,My Angel DanyL,97.84%,87869,100,8290,16,371,670
285,nz,1266102,shortpotato,98.96%,40584,101,8285,158,1353,838
286,us,2162669,Natalia,99.03%,36827,101,8278,128,1198,1017
287,jp,2060046,saikurondark,98.95%,70456,100,8275,10,388,291
288,jp,4039773,Nakocchi,98.68%,54278,101,8272,300,1782,1250
289,cz,3574151,Orbi,98.97%,93827,101,8272,72,1281,476
290,pe,2291265,Arnold24x24,98.84%,85819,100,8271,227,1072,816
291,us,5387798,Shiorii,99.24%,65318,100,8271,727,559,653
292,us,1064536,PizzaLovers007,99.07%,25600,101,8268,30,805,704
293,cn,1463343,Doma Umaru,97.80%,119255,101,8261,86,2349,1002
294,fi,2867764,nycto,98.31%,125649,101,8252,33,889,920
295,gb,6331918,Mongoose-,98.16%,68179,100,8248,39,778,1131
296,de,2766034,Umbre,99.17%,103135,100,8246,157,692,1066
297,pl,3446664,SpajdeR,98.98%,112197,102,8244,172,1453,477
298,pl,2259709,No01,98.33%,138557,101,8233,169,1784,988
299,fr,3281136,Haynoru,99.31%,111910,101,8232,74,2823,1628
300,jp,3545547,Tetla,98.75%,117639,103,8229,579,1337,276
301,se,809983,Slizzer,98.92%,77854,101,8227,116,1967,1252
302,nz,1488796,buny,98.66%,95529,101,8226,9,737,518
303,de,1118341,Jonimay,98.03%,119118,101,8225,88,1378,1307
304,my,2681361,ClawViper,99.14%,53549,101,8225,231,2440,150
305,kr,4746949,[C u r i],98.85%,57652,101,8222,121,963,603
306,us,3814776,-SoMoE-,98.43%,91367,100,8222,37,753,280
307,us,4680149,im bad,98.96%,87537,100,8221,25,511,593
308,jp,2429055,Sablestars,99.47%,62838,100,8212,51,790,377
309,kr,4098646,[Lunatic Bell],98.22%,120124,101,8209,20,986,548
310,de,686093,renoxz,99.38%,83139,101,8207,92,740,1116
311,fr,3872987,-raizen-,99.04%,102065,101,8199,19,831,731
312,au,4882979,Dereban,97.75%,72811,100,8198,67,646,775
313,my,414427,xsrsbsns,99.11%,77948,102,8197,1789,3073,298
314,tw,1810239,CrtReXn,98.79%,87217,101,8191,127,1622,1537
315,us,2644828,he rack,98.09%,76709,101,8188,64,973,776
316,us,2792595,GHAngeloid,99.07%,124989,102,8183,149,2277,644
317,us,4230827,theez35,99.32%,32090,100,8181,6,241,210
318,kr,1533041,- Tea -,96.86%,98178,100,8180,15,421,687
319,kr,2006663,Crystal-,98.13%,61161,101,8179,240,2157,919
320,jp,1014222,eLy,98.81%,178403,103,8175,228,3855,1630
321,kr,385069,ruexia,97.69%,88630,100,8170,6,420,507
322,uy,4152967,Rekaru,99.44%,72319,101,8169,213,1122,670
323,pl,1837989,MrBooM,98.55%,42488,100,8168,14,621,443
324,cn,2522197,hyheleh,98.56%,79932,101,8166,54,1614,1107
325,jp,589550,Mercurius,99.33%,197217,104,8165,1533,4769,462
326,se,2686293,WORSTPOLACKEU,98.34%,64825,100,8164,27,692,646
327,de,3341040,TobiGH3,98.63%,44851,101,8158,31,744,529
328,kr,843086,Resia,97.02%,68542,100,8151,43,1391,706
329,se,2930683,_---_,99.54%,99075,101,8149,128,815,853
330,kr,4772355,ToLove,99.04%,52303,100,8147,120,764,406
331,ua,1163931,FllareA,98.64%,96288,101,8146,23,1193,1080
332,br,5295743,Arnbition,99.15%,58828,100,8142,15,726,335
333,at,4601608,Spark-desu,98.42%,69576,100,8141,12,696,585
334,ca,2012453,PikaPwn,99.29%,49526,100,8136,98,840,761
335,cl,2748187,Danidesu,98.29%,53495,100,8135,29,442,702
336,cz,6602580,- Daichi -,99.24%,63109,100,8125,93,682,1234
337,cn,2849992,Garden,98.80%,39567,102,8116,704,3287,91
338,ru,5887647,LilDoc,97.97%,84409,101,8108,60,1274,977
339,jp,4260383,Komaa,98.12%,102504,100,8108,225,797,117
340,fr,3578303,Shinkei93,97.54%,42607,100,8105,0,322,195
341,gb,4117142,OPJames,98.95%,64490,101,8091,42,719,853
342,pl,4030832,kutafix,98.98%,60580,100,8090,17,237,430
343,au,1055634,Icyteru,99.26%,92141,101,8089,48,1134,742
344,kr,2000416,[Chiyo],97.79%,79720,101,8089,209,1512,680
345,us,3929529,mniminwoo,98.96%,103477,101,8085,91,1107,1104
346,jp,786579,Yacos,97.73%,88721,100,8085,18,795,1755
347,jp,756273,TaNaBaTa,98.83%,107346,101,8084,185,1736,1385
348,sg,1893953,Nakano-,98.93%,155038,103,8079,600,2932,151
349,nl,5258565,Chidori,99.45%,32794,100,8079,97,482,221
350,mx,4497582,-Wolfy-,98.62%,56417,100,8072,140,1162,724
351,us,3171691,BeasttrollMC,98.83%,57929,100,8072,25,625,437
352,at,3656589,Akane-Yuki,98.73%,45578,100,8066,71,970,584
353,ca,2463971,younited,99.31%,36537,100,8058,39,627,257
354,br,2290888,Mirtrax,98.48%,66725,101,8057,15,579,494
355,ar,2212941,Pein,98.98%,92452,102,8055,171,1813,819
356,br,5403374,Niii-san,99.11%,59469,100,8055,40,524,514
357,kr,467010,[KOR]ArtRaid,97.49%,51340,100,8055,201,1550,875
358,tr,3200014,Rekia,97.93%,51757,100,8054,18,578,458
359,us,1629059,Broccoly,98.01%,77194,101,8054,25,1110,862
360,my,3995630,Rampax,98.38%,112969,101,8037,17,748,1312
361,pl,3526708,Zabijaka,98.80%,103311,100,8034,95,1065,799
362,kr,7058132,_AvA,98.63%,53771,100,8033,117,578,642
363,ru,3973474,follon,98.88%,74626,101,8031,257,757,605
364,gb,846235,koki,97.86%,94733,101,8030,72,911,788
365,cn,672726,MatsumotoRise,99.02%,52885,101,8026,95,1677,1028
366,cn,2451651,Kafuu Chino,98.95%,79225,101,8015,45,842,439
367,ca,622485,Bowlglet,98.77%,62992,101,8013,47,762,534
368,it,617323,Chewin,99.10%,146765,102,8012,425,5830,856
369,kr,2146286,Urania,98.97%,78287,100,8012,28,579,654
370,jp,1448729,momotayan,98.71%,36756,100,8010,193,1581,394
371,jp,462601,Rean-K,98.06%,50049,100,8003,21,1048,584
372,gb,1438509,Kardet,98.84%,77559,101,8003,160,1861,1138
373,fr,1049999,Myko,98.77%,41399,100,8002,15,436,564
374,se,2736959,Aphromoo,98.93%,51563,100,8002,146,1375,1110
375,th,2484984,FatalxE,99.24%,47851,100,8000,336,528,788
376,br,1565856,Ashtar,99.12%,65198,102,7998,104,1767,200
377,jp,91738,Guy,99.28%,144101,102,7996,1524,3259,836
378,kr,625988,Yuria,99.35%,115410,102,7994,2305,1591,1069
379,jp,1970239,Super Arrow,97.27%,82253,101,7992,52,1530,990
380,it,1852356,Kirin,98.73%,91448,101,7990,82,1031,725
381,fi,926370,Regnall,99.41%,109303,102,7984,416,2087,649
382,tw,1843469,little Agile,99.41%,85912,102,7970,836,3157,720
383,ca,2417147,[ BJ ],99.00%,83673,101,7966,218,1651,702
384,pl,4317480,Malolat,99.10%,56528,100,7965,31,438,467
385,us,4263943,Leotic,98.55%,53875,101,7963,168,3213,972
386,pl,4099626,NeBuSC2,98.74%,60212,101,7963,507,1441,252
387,us,5701369,diciestaking,98.99%,56265,100,7960,68,1200,691
388,jp,3987661,kaminogi,98.08%,44585,100,7959,54,892,594
389,mx,5750677,SadBoi,98.66%,39986,100,7958,77,966,1160
390,kr,5623417,Lolisim,99.39%,73238,100,7952,223,960,498
391,ae,2132093,ebc123,98.31%,140096,101,7951,40,1067,930
392,hk,4007897,obtio,98.71%,80050,100,7949,43,704,772
393,cn,350723,wobeinimacao,98.88%,161035,103,7947,93,3757,296
394,sk,1285945,PeteX,98.13%,92991,101,7943,123,1797,1036
395,ru,1568047,Hasawa Kraenes,98.12%,68305,101,7939,1,922,948
396,nl,2715937,Ahmnesia,99.29%,59695,101,7935,83,927,913
397,us,3530678,[ G h o s t ],98.75%,54562,100,7934,121,1245,1204
398,tr,4365203,gejutel,98.39%,97185,100,7934,29,611,551
399,ru,989489,Shiawase,98.78%,101863,102,7934,237,3434,1285
400,lt,85043,Zinkon,99.02%,56808,101,7932,108,1827,2156
401,dk,2678812,Tona,98.91%,110113,101,7931,61,1571,1350
402,ar,1625740,benjacala,99.00%,132473,102,7931,100,1811,1139
403,de,1715441,Veth,99.31%,73282,100,7923,116,593,607
404,se,4343103,-Kupo-,98.32%,47857,100,7922,59,990,1037
405,kr,6506107,Rhythm blue,98.47%,44843,100,7920,3,572,600
