rank,country,uid,name,accuracy,play count,level,pp,SS,S,A
967,jp,5051859,Araragi Karen,99.32%,55446,100,7086,132,1241,1473
968,dk,3868653,waefwerf,98.56%,58511,100,7085,17,517,1390
969,de,3495610,Zhen Ji,99.42%,53555,101,7084,156,1123,1296
970,se,4029000,Sonix,99.34%,26954,100,7083,59,534,510
971,se,4452066,Kenshin,98.84%,85547,100,7080,156,871,706
972,kr,3916547,[ YukiNone ],97.89%,42071,100,7079,77,780,527
973,jp,1827174,Schill Cyrene,99.34%,77035,101,7079,564,1698,654
974,jp,487668,ShiraKai,98.85%,69601,101,7078,456,2744,674
975,fi,4889867,Niksukii-Senpai,98.77%,81211,101,7076,83,1940,803
976,de,3522753,dabovo,99.24%,59660,100,7076,62,680,370
977,au,2751056,FreshMint,97.97%,76447,100,7075,55,410,507
978,pt,2148013,kek,98.95%,66297,101,7075,66,810,553
979,us,3288018,Boxes,98.83%,38344,100,7073,28,887,901
980,au,634837,Melt3dCheeze,99.06%,85831,101,7072,106,1262,211
981,jp,614138,fs000,99.17%,63793,100,7072,224,1872,552
982,jp,1724626,Ruru,99.09%,59387,101,7071,129,1327,302
983,hk,5390182,momura,99.06%,34213,100,7071,50,581,250
984,br,2364169,Miucs,98.67%,87197,101,7067,183,957,691
985,do,3824934,jtpetino,99.13%,61946,100,7067,54,665,1031
986,ru,1612947,zakipwnz,99.13%,86727,101,7066,208,2124,861
987,tw,3353661,scps940205,98.20%,87200,101,7066,9,1375,1057
988,jp,2969691,SoRayZe,98.87%,109098,100,7064,169,1627,789
989,no,3953269,Dare,99.20%,63191,101,7064,112,1570,1129
990,ru,5071125,MedMango,97.55%,89762,100,7063,11,669,559
991,gb,4073572,Proteus,98.88%,66381,100,7061,98,562,465
992,gb,6983007,Brown,98.20%,50182,100,7061,59,711,1310
993,ve,6512857,Falone,98.92%,68642,100,7061,38,590,778
994,jp,1390544,cbunny,96.00%,63981,100,7061,3,1041,839
995,jp,1248227,iwakou,99.26%,83338,101,7060,113,1101,489
996,ca,2846779,Macho,98.98%,28108,100,7060,22,394,398
997,fr,817840,MentaLoli,98.86%,81986,100,7060,57,1027,1537
998,cl,4373354,- Hakurei Kou -,98.52%,175707,100,7059,69,760,215
999,hk,6710984,Reficul918,96.01%,41449,100,7059,8,528,575
1000,jp,2238234,TrySail,99.35%,33263,100,7058,37,428,435
1001,fr,4299402,-Yato-,99.11%,42248,100,7057,13,463,281
1002,pl,2308998,Qinec14,99.08%,102746,101,7056,54,764,744
1003,lt,3683323,-akiz-,98.94%,47892,100,7055,51,547,983
1004,ar,5958063,Catalysis,99.25%,93655,101,7054,62,1049,792
1005,ru,3158922,K_N,99.26%,61228,100,7054,100,1193,674
1006,cn,6090175,davidqu2,98.95%,66231,101,7053,22,1138,937
1007,au,4945688,Rairiku,98.93%,36206,100,7052,25,552,585
1008,at,2087761,Snowio,99.39%,121357,101,7052,875,2107,778
1009,cl,2456599,Dzyre,98.83%,73367,101,7050,39,958,403
1010,de,2539403,Xenou,98.70%,77783,100,7050,18,590,718
1011,jp,5087866,Kiwigreen,99.00%,74849,101,7050,24,469,1272
1012,tw,2845158,Abu,98.62%,80415,100,7048,62,1315,506
1013,tw,2703742,RedLeaf,98.95%,37772,100,7043,156,1327,693
1014,fr,3683387,Lunaii,99.11%,49792,100,7042,217,1150,802
1015,kz,5910601,avalanche,97.45%,37207,100,7042,39,485,532
1016,pl,2299016,XaooN,99.05%,36911,100,7039,56,1164,401
1017,us,3706392,Sean-,99.29%,26339,100,7039,28,497,529
1018,hu,4258689,Alleros,98.88%,90288,101,7037,426,3636,791
1019,tt,1541361,Mysto-kun,98.98%,127626,101,7034,151,3441,1656
1020,fi,4500918,Marimgorgar,99.30%,19720,100,7033,3,354,1224
1021,ar,3812213,nicogame14,99.00%,48905,100,7031,60,980,739
1022,ca,3545323,ChronoNig,96.81%,81401,100,7029,16,874,578
1023,jp,1634116,Asahi,99.28%,131226,102,7027,264,3997,406
1024,br,1164677,Italo,98.64%,57744,100,7027,8,289,453
1025,us,3155125,Pandas,98.92%,69351,100,7027,22,615,839
1026,ca,3224243,Legless,98.94%,62200,101,7026,45,1201,598
1027,hk,4857328,-minami kotori-,98.13%,65762,100,7023,8,519,667
1028,gb,3322597,helix,99.29%,90186,100,7023,870,1187,686
1029,de,2329891,DrayZess,98.94%,49292,100,7020,14,551,610
1030,gb,6648263,Electovoid,99.35%,42433,100,7019,53,706,987
1031,tw,1860489,qaw02468,99.00%,14145,100,7019,154,492,446
1032,it,5897889,-Rushi-,98.74%,34930,100,7018,87,1318,761
1033,us,2491743,Palivion,98.99%,28689,100,7017,18,502,812
1034,us,2786413,Jacob,98.97%,52389,100,7016,77,673,634
1035,fr,4494824,Acarsky,98.84%,69586,100,7015,110,1646,804
1036,br,3254891,Lufu,98.21%,39934,100,7014,41,736,394
1037,id,692065,Mood Breaker,99.11%,72946,101,7010,127,979,885
1038,us,2773410,HeeJin,99.02%,41910,100,7009,37,464,449
1039,us,2641039,Davyroo,98.75%,49756,100,7008,38,965,962
1040,rs,4848200,Ultraplex,99.09%,62385,100,7008,71,642,591
1041,de,3822323,pudingkokoro,99.02%,73502,101,7007,1107,596,170
1042,tw,4837956,DeleteNumber,98.62%,50188,100,7006,49,564,402
1043,cl,3188017,Criss,99.05%,49870,100,7005,91,1160,1963
1044,cn,3807640,Kikyou,97.86%,70637,100,7004,51,1930,1021
1045,jp,1379576,Poruteri,99.28%,96531,101,7004,267,2102,831
1046,ve,3811954,Lunedill,97.52%,136753,101,7003,95,679,441
1047,us,3666350,cl8n,98.81%,44746,101,7003,167,3984,425
1048,pl,4990524,BygyJoel,98.78%,49449,100,7003,128,1314,803
1049,hk,793536,Henry-,99.11%,200000,101,7002,194,2035,674
1050,de,2369650,Vocal,98.51%,83115,100,7001,59,1007,821
1051,no,2078770,Krokou,99.28%,47872,100,7001,67,643,507
1052,de,4105747,LordTimeWaste,99.02%,54294,100,7001,59,899,1607
1053,gb,4174940,Yusomi,98.74%,116603,101,7000,77,1560,1039
1054,ca,2445727,[ Haruka-Chan ],97.54%,71819,100,7000,35,787,565
1055,ru,1794903,xtend,98.94%,99998,101,6999,56,934,537
1056,jp,1224334,CocoaLion,99.45%,71273,101,6999,204,1535,158
1057,jp,1202460,nf_nl,99.08%,66077,101,6997,183,1622,548
1058,br,3814176,[ Flashoky ],97.96%,80271,100,6996,55,490,399
1059,us,2317382,Passara,98.50%,75343,100,6991,19,1111,1227
1060,ua,2174403,Just_A_M0nk,98.93%,167703,102,6990,161,3282,750
1061,tw,1610850,RealCuT,99.01%,58195,101,6988,248,1311,601
1062,de,494970,ShadowSoul,99.03%,148698,102,6988,1108,4370,1076
1063,jp,6353097,Coyri,99.32%,62560,101,6987,358,1079,458
1064,vn,6373391,Nuko Nya,99.05%,37149,100,6985,92,932,573
1065,tw,654296,deyo,98.55%,36889,100,6984,163,1503,460
1066,us,2267121,Shana-,98.66%,99206,100,6983,5,552,401
1067,ru,2569683,MblLO,98.82%,105727,101,6982,47,1326,600
1068,cl,1330043,Sarthorious,98.76%,62386,100,6982,41,939,1489
1069,ua,4548264,Cloz1k,99.03%,95364,100,6982,11,283,723
1070,ru,4328780,Chanki,95.51%,174406,101,6980,53,2034,2065
1071,us,4476949,xXGrimmsXx,98.58%,63219,101,6980,53,1042,537
1072,tw,1483659,SodaCatz,99.06%,95152,101,6980,383,2407,510
1073,us,2765201,-Ryan-,99.28%,78268,101,6979,121,1436,1630
1074,us,3513687,kittenrequiem,98.86%,86213,100,6977,99,845,1881
1075,kr,6571674,Shelter,95.42%,58010,100,6977,104,674,320
1076,ve,4411725,- 2301 -,98.90%,106294,101,6976,29,1003,1108
1077,de,4309886,nibupls,99.30%,49017,100,6975,36,695,599
1078,us,1838239,Ragnawrawk,98.50%,47447,100,6975,97,919,566
1079,my,818633,sprItzEr,99.58%,36026,100,6974,1310,1160,381
1080,jp,4591248,Neva,98.80%,4847,98,6972,15,204,123
1081,fr,1710334,Demmon,99.28%,97490,100,6972,701,1906,745
1082,pl,3095167,Ruikoo,99.19%,96257,100,6971,52,619,184
1083,us,2570828,Megatron is bad,97.40%,53650,100,6971,34,872,783
1084,br,5394601,- Best,97.98%,109873,100,6970,13,425,674
1085,fr,4430186,Mili,99.24%,42734,101,6970,130,1146,682
1086,fr,2003677,Ackane-,98.61%,33777,100,6969,28,682,639
1087,nl,3528496,zeenu,96.65%,73817,100,6969,179,1938,1133
1088,kr,2572468,[ nong422 ],99.04%,43143,100,6968,66,598,306
1089,jp,1021944,benki,98.95%,47492,100,6968,26,912,1009
1090,kr,1026028,Suzutsuki-,98.89%,98662,101,6967,299,1856,686
1091,us,5443287,RWDavid,98.06%,35096,100,6967,36,307,614
1092,kr,3769249,[ Rianyang ],99.30%,87922,101,6967,136,1029,1361
1093,us,4063127,Deyv,99.09%,41844,100,6966,74,723,1296
1094,ca,4015927,Senjougahara H,97.07%,31761,100,6964,25,473,593
1095,lt,697843,PainSinger,98.62%,79100,101,6964,363,609,178
1096,kr,2782104,Startrick,99.26%,83184,101,6960,274,877,414
1097,jp,1934445,banana_sa,98.72%,80654,101,6958,181,1848,620
1098,kr,1076236,ToGlette,99.11%,64556,101,6957,342,1815,1877
1099,us,3596296,Tohru,98.20%,82169,101,6957,78,1573,554
1100,de,2806486,Syrte,99.15%,102448,101,6955,217,1532,893
1101,jp,1897445,0203okaT,99.29%,57306,101,6953,442,3130,338
1102,jp,673214,Roro Rosset,99.63%,100279,103,6953,5624,1776,276
1103,jp,7433533,gissirianko,98.90%,34381,100,6952,98,584,276
1104,jp,1365316,_tsubasa_,99.56%,54888,101,6949,138,1062,661
1105,id,2509148,Levaslater,99.26%,20437,100,6948,34,851,459
1106,us,3600549,Arthrighteous,99.02%,59013,100,6946,88,773,1053
1107,ru,4688735,neko ds,98.33%,76860,100,6946,43,562,689
1108,us,3300104,Kiri-Chan,98.54%,61008,100,6944,39,688,480
1109,de,1155110,[Rey],98.46%,79522,100,6943,150,772,831
1110,sg,6708955,-okaysonz-,97.65%,38494,100,6943,10,262,191
1111,nl,3506793,Viveliam,99.21%,93158,101,6939,5,754,917
1112,us,2378394,-Trinity-,97.43%,73493,100,6939,12,414,513
1113,kr,796613,xxxTREME,98.85%,29752,100,6937,7,566,536
1114,br,3448024,Ranpo,99.05%,86772,101,6936,17,679,720
1115,cn,5163991,Chinese_Yazi,98.99%,62749,100,6934,86,1288,1848
1116,jp,711664,Black Sheep,99.25%,160043,103,6934,540,3271,648
1117,gb,1994780,sullyjhf,99.16%,43128,101,6933,80,1078,1340
1118,kr,997489,[ Kuro Usagi ],98.86%,83117,101,6933,570,2277,966
1119,au,3336090,CeilingWaffle,98.77%,67355,100,6932,17,846,510
1120,cl,6037475,HoriTatsuka,98.74%,45826,100,6931,14,486,468
1121,jp,1254788,ohiyaa,99.03%,80514,101,6931,182,2041,1021
1122,us,4566450,-Raisa,99.09%,49157,100,6930,66,1282,544
1123,fi,1097352,Multtari,98.49%,86267,101,6930,59,2110,2051
1124,cz,6064612,DamnNameFam,99.01%,42371,100,6930,51,881,743
1125,us,2215336,DerpyPengu,97.14%,58639,100,6929,7,481,604
1126,th,317494,Mikkuri,99.23%,54199,101,6929,890,2396,876
1127,tt,3695865,Diallo,98.42%,59757,100,6929,64,630,1198
1128,mv,1786945,Kaine,97.99%,20151,100,6924,57,554,450
1129,fr,5879559,Pyrocks,99.20%,72109,101,6923,102,940,557
1130,ca,3629953,Glinky,99.31%,67997,100,6923,93,569,633
1131,de,1731277,Shiratu,99.52%,40537,101,6921,245,1320,645
1132,us,4630536,DaDobster,99.04%,59588,100,6920,20,407,299
1133,au,3127339,BannedForever,99.10%,73240,101,6919,30,1123,238
1134,au,3725492,Jaybladezz,98.81%,53854,100,6918,284,1325,516
1135,us,741407,Talbadar,99.00%,107464,101,6918,93,1509,1151
1136,kr,3515347,bbackspinblow,99.37%,20428,100,6917,27,392,446
1137,fi,3492472,Aia,99.48%,53968,100,6917,302,1428,1191
1138,se,1567069,Burgerpower,98.87%,40405,100,6917,62,727,792
1139,id,6363218,Max Caulfield,99.17%,20008,100,6916,19,334,864
1140,au,4555814,usmc,99.32%,41663,100,6916,72,587,1318
1141,se,4887814,Fuwzie,99.46%,51047,100,6913,444,723,549
1142,au,1583060,gith,99.12%,31830,100,6911,16,508,1414
1143,lt,2558823,Madokaaa,98.71%,82684,100,6911,41,1057,792
1144,lt,7112454,KappaFrost,98.61%,41802,100,6910,29,372,232
1145,hu,3936645,Drezi,98.57%,48264,100,6909,33,817,1055
1146,kr,3449887,Hime Lotus -,98.51%,71364,100,6908,38,1243,347
1147,se,5000648,Kungen,98.80%,93416,101,6907,27,1010,1217
1148,us,3186952,skyegrey,98.83%,33202,100,6907,34,503,674
1149,jp,1176836,Babii,99.14%,76038,101,6906,179,1440,1092
1150,gb,6761714,Kixs Student,98.99%,32301,100,6905,44,573,389
1151,se,1337145,Nyari,98.33%,53081,100,6905,25,1024,986
1152,nl,3868012,broodjepure,99.21%,97725,101,6904,89,1524,1728
1153,us,2374880,Ducks,98.99%,96712,100,6902,108,1205,855
1154,nl,4587487,Mijn Aim Zuigt,99.39%,23888,100,6901,226,546,549
1155,de,3555492,Flosake,99.07%,49840,100,6899,117,1654,634
1156,ro,3148900,Chiu,99.11%,63682,101,6898,138,1346,1201
1157,br,19048,Blue Dragon,98.63%,88839,101,6896,326,3597,833
1158,jp,592971,AdveNt,99.30%,88984,101,6896,170,2439,551
1159,kr,1886902,Death Zone,99.41%,21201,100,6894,137,903,224
1160,jp,2335982,reg,98.80%,45702,100,6894,192,679,295
1161,de,3368889,xSeato,98.04%,91033,100,6892,8,1070,645
1162,ma,4584472,Doge Owner,99.08%,55499,100,6890,190,891,625
1163,pl,2093623,LukerMaster,97.83%,71488,100,6890,18,565,422
1164,jp,5349762,Moegi,98.99%,20381,100,6890,81,725,343
1165,ua,6560835,Sadness,98.99%,74244,100,6889,57,591,713
1166,ru,4405325,Avernus,98.03%,44684,100,6887,19,756,746
1167,us,4384207,DigitalHypno,99.68%,57706,100,6886,968,526,-20
1168,ru,2819970,Alkees,98.83%,60450,100,6886,80,819,382
1169,lt,4360718,Shiny Gardevoir,98.97%,33089,100,6885,23,375,507
1170,ca,4765925,ArKeda,98.44%,33930,100,6884,18,475,644
1171,ca,4415285,ThePro365,98.68%,61323,100,6883,46,758,586
1172,nl,6175709,EZNF,98.61%,55592,100,6883,124,615,690
1173,de,4507179,Asunamaru,99.05%,55984,100,6881,41,648,369
1174,cl,5149397,NyaNekoMiau,99.37%,53852,100,6880,123,1128,572
1175,ch,5507475,GureN,98.61%,48850,100,6880,25,530,629
1176,mn,3291572,namaenanka,98.58%,34698,100,6879,26,659,752
1177,cn,1955058,_Mayuri,98.43%,71809,101,6879,85,2406,1211
1178,id,3261273,Luke,98.68%,39673,100,6878,109,266,199
1179,us,4734651,ZephyrProxy,99.00%,89315,100,6878,49,493,125
1180,kr,6076529,Chitogod,98.56%,34323,100,6877,11,486,448
1181,jp,726836,MRT,98.36%,115965,101,6877,133,1332,1140
1182,ru,648613,randomizer89,97.91%,186606,102,6876,174,2629,1774
1183,sg,4050465,Rinquin,99.09%,81012,100,6876,24,859,941
1184,ca,4350751,Enkidu,99.06%,45091,100,6875,31,739,554
1185,nz,2997708,Kysteria,98.72%,46596,101,6873,116,1384,1464
1186,gb,3455623,John the Dog,99.33%,46923,100,6871,43,594,541
1187,us,4260755,Mattisticus,98.40%,36915,101,6869,78,1600,853
1188,de,2515092,Smiiles,99.05%,25663,100,6869,55,695,492
1189,jp,483523,PhaCeLia,98.35%,74905,101,6869,220,1915,954
1190,us,3283935,Cyan Yoshi,98.14%,42242,100,6868,10,305,725
1191,kr,4764882,Hey,99.19%,62185,100,6867,12,244,261
1192,cn,427355,KafuuChino,98.16%,9950,99,6866,8,317,362
1193,tw,1483371,mookss1231,98.95%,66485,100,6864,151,1511,1114
1194,kr,1068829,Kay-,97.80%,93992,100,6863,59,1347,1004
1195,fi,4766423,TakkuPelle,99.15%,49424,100,6862,93,543,668
1196,us,3049046,markii,98.42%,34900,100,6862,6,407,639
1197,sg,1843447,oneplusone,97.50%,45486,100,6861,1,663,1363
1198,ar,2878139,Elco,98.98%,69003,100,6859,26,605,656
1199,pl,1510670,LastKiss,98.98%,73282,100,6858,53,953,609
1200,de,3052776,Agozz,98.93%,55880,100,6858,30,663,763
1201,se,4844909,fcuk,98.86%,46374,101,6858,25,2971,259
1202,de,3232447,hummingbird,98.56%,42383,100,6856,54,776,374
1203,br,2857314,Seto Kousuke,98.85%,107557,101,6855,102,1289,1333
1204,cl,771635,MURROX,98.12%,42808,100,6852,8,358,388
1205,ro,4581069,ZiggsTF2,98.69%,23168,100,6852,159,392,252
1206,nl,3065571,Beako,98.89%,69881,100,6851,31,452,464
1207,au,5459981,-Machine-,98.40%,51600,100,6851,93,724,1391
1208,de,3012954,Xantaria,99.13%,45721,100,6850,69,1030,950
1209,jp,1461481,Gshp_Szk,99.43%,31478,100,6848,53,603,1112
1210,kr,7088526,ikaNyai,98.87%,18317,99,6848,326,156,219
1211,si,2762603,Fixrnator,99.02%,53178,100,6848,18,901,1340
1212,tw,2660065,You Cheng Deng,99.04%,73689,101,6847,96,1762,1414
1213,se,3880134,Villdjack,99.02%,65079,101,6846,89,1784,1347
1214,us,6938249,ParkourWizard,98.50%,46104,100,6846,107,1362,407
1215,kr,188082,iglory,99.00%,95287,100,6845,268,2450,817
1216,jp,2667239,Fuyu HaNa,99.49%,60953,100,6843,115,835,726
1217,ua,3273856,- AisakaTaiga -,99.03%,70785,100,6842,13,447,564
1218,jp,2443758,Netz,99.25%,68078,101,6842,371,2035,509
1219,ca,3261131,Bry Guy,99.35%,59094,100,6841,66,383,456
1220,fr,4243657,Totor,99.18%,61320,100,6839,95,767,743
1221,jp,1725495,SyeruP,99.73%,68527,101,6838,958,1110,620
1222,de,924119,Cyanogenoid,99.10%,78716,101,6838,35,458,562
1223,us,3312548,android,98.92%,52013,100,6838,20,345,186
1224,jp,7087005,nagichan,97.54%,18426,99,6835,1,177,308
1225,de,2449894,SeGin,98.43%,59370,100,6834,52,390,334
1226,us,3997200,Floob,99.32%,64254,101,6834,114,884,1289
1227,br,2363401,rooodi,99.16%,80553,101,6832,38,604,648
1228,cl,2784663,Yumbtah,98.72%,53446,100,6832,51,493,741
1229,ar,3483659,lucasiturrarte,99.04%,186722,101,6831,201,1447,945
1230,nz,4502584,xenoframium,97.48%,56895,100,6831,35,334,261
1231,nl,5054798,Timpai,98.49%,59641,100,6830,46,919,924
1232,jp,1149010,koki6,99.02%,56133,101,6830,84,873,231
1233,uy,6404583,-PloX,98.94%,55382,100,6829,103,420,527
1234,be,3906405,TheKoala,98.80%,44738,100,6828,17,422,334
1235,ru,6168403,_derp,99.17%,45182,100,6828,68,1197,1302
1236,ru,534818,deniska6364,98.95%,43930,100,6827,133,1393,911
1237,us,6390912,Timowoof,98.00%,36504,100,6826,31,751,1121
1238,gb,3104031,Kakiage,97.39%,59881,100,6826,18,558,551
1239,za,2630538,JTrat,98.07%,46165,100,6824,18,545,896
1240,jp,723100,aod,98.42%,110353,101,6824,115,1840,919
1241,cn,3045895,_lai,99.23%,58918,102,6823,194,1441,539
1242,kr,3820567,Nano List,97.75%,29667,100,6822,3,276,470
1243,jp,4598564,tomatoh4wk,99.07%,30335,100,6821,12,650,669
1244,kr,5933497,Cream,98.88%,92070,100,6821,169,1129,1386
1245,se,1192387,Shimox,98.87%,151870,102,6821,294,2022,1260
1246,us,6658249,Orangelightning,98.27%,92131,100,6821,31,984,1036
1247,gb,7051163,OskaRRRitoS,98.71%,25906,100,6816,119,921,519
1248,cz,3396496,Reegi,98.92%,50242,100,6815,57,1261,1011
1249,de,4501004,xxWeedWizardxx,99.25%,103574,101,6814,83,805,931
1250,ca,2838003,dinopwn,99.71%,96578,100,6814,274,779,51
1251,kr,3802286,Kumano,99.02%,82312,101,6814,213,1673,436
1252,de,1492771,Miroku,99.07%,91588,101,6812,255,4938,1451
1253,cn,1867571,[Trinity],98.63%,52340,100,6812,95,1578,911
1254,id,4924094,Herbayse,99.26%,74202,100,6812,71,763,834
1255,us,2368932,Flathel,99.02%,91678,100,6811,207,1606,1355
1256,ph,3535685,[-Anjellebot-],98.94%,79824,100,6811,174,675,735
1257,ca,3681024,Laughy,98.94%,73586,101,6809,140,1161,1144
1258,br,4174825,Mind,99.15%,90350,100,6808,76,614,464
1259,us,4045954,Epsile,98.35%,33126,100,6807,14,274,629
1260,mx,2649393,WardoX,98.31%,33873,100,6806,36,822,849
1261,tw,373320,NeNe_GoShyuJiN,99.51%,110937,102,6806,663,2876,18
1262,de,1243556,KonataN,98.89%,55691,101,6806,515,3238,916
1263,jp,751695,Yuleiyu,98.98%,142806,101,6801,513,3018,235
1264,kr,2716052,Supporter,99.29%,41837,100,6799,105,1149,859
1265,hu,5213472,Mawksee,98.94%,59783,100,6799,680,2419,934
1266,us,4657263,Wynner,98.93%,66853,100,6796,36,536,617
1267,ar,3682852,Megami Aqua,99.33%,94056,100,6795,57,746,652
1268,ru,119933,Kert,98.49%,149445,102,6794,364,1782,1019
1269,us,4706588,Dinkles,98.77%,62201,100,6794,24,673,414
1270,kr,4282087,GoSheNite,96.71%,58466,100,6793,7,640,388
1271,kr,683791,[ Beatrice ],99.50%,160583,104,6792,4064,3126,176
1272,nz,330252,jiantz,98.84%,114754,102,6792,226,4456,901
1273,us,3648411,Qash,99.01%,35990,100,6791,37,653,741
1274,de,3667125,Fridolin,99.14%,26202,100,6790,60,457,453
1275,cn,635238,Lapis,99.28%,24868,100,6789,96,568,379
1276,ca,2305984,Zettus,97.80%,63170,101,6787,17,1042,946
1277,jp,85491,haruurara222,98.63%,198733,103,6786,1047,5240,1524
1278,us,7315928,Python,98.58%,76779,100,6785,73,560,792
1279,hk,2986789,-BronzeKen,98.51%,57686,100,6785,12,928,752
1280,us,4193171,My Rabbit Chino,98.67%,43972,100,6784,20,415,436
1281,cz,2063095,hohol454,99.27%,78932,101,6783,114,1290,1156
1282,au,3698691,Flare,98.59%,47559,100,6783,24,450,386
1283,jp,3334945,Dakke,99.10%,44902,100,6783,37,660,839
1284,us,2826407,Faces,98.37%,58629,100,6782,12,442,476
1285,by,5510197,TemaZpro,99.13%,128096,101,6782,5339,1174,526
1286,kr,1796438,baobob,97.91%,46291,101,6782,76,1402,776
1287,pl,3983028,Myjowski,99.10%,64453,101,6781,89,854,1060
1288,cn,439932,zuge,96.69%,59023,101,6781,21,887,587
1289,kr,5028151,Utchi,98.71%,29581,100,6780,4,375,424
1290,us,1820694,Aoiyuuki-,99.35%,18627,100,6779,200,908,114
1291,pl,3307040,Musieq,99.08%,82514,100,6778,13,899,1031
1292,pl,3160970,Rethor,99.24%,50606,100,6778,102,676,675
1293,kr,548250,Icsia,98.62%,155690,102,6778,423,3479,661
1294,fi,1432954,huono_tuuri,98.56%,119162,101,6778,40,1142,853
1295,fr,3273918,Lilhelcos,99.08%,54631,100,6776,115,1311,1009
1296,cl,3919785,iYiyo,98.96%,60735,100,6775,116,1044,1153
1297,it,1635091,Nemis,98.93%,143127,101,6774,295,702,574
1298,jp,4287296,Ayane,99.50%,81548,100,6774,455,873,265
1299,kr,3191027,5EX,98.35%,27257,100,6773,16,663,644
1300,pt,2709322,Kymera,98.72%,50948,100,6772,77,1411,1227
1301,fr,2389333,Battquif,99.24%,60427,100,6772,114,1282,292
1302,us,3360947,_WinRAWR,99.17%,101645,101,6770,60,567,631
1303,kr,1366863,Ambitions,99.20%,31419,100,6770,30,526,565
1304,jp,859049,yuuchao,99.64%,160217,102,6767,1530,697,93
1305,us,3274346,Blairzey,97.84%,76653,100,6766,17,391,444
1306,kr,3917358,Log,98.61%,43136,100,6766,17,488,727
1307,br,4339086,HueFlakes,97.42%,52629,100,6765,19,525,546
1308,be,7078544,-hb,98.63%,28881,100,6765,57,507,454
1309,us,7434175,traps,98.84%,23420,100,6764,23,595,543
1310,us,3007925,Riley,99.19%,45206,100,6763,46,462,463
1311,us,1240981,Nhan,98.89%,42176,100,6761,66,1294,1125
1312,se,799102,Gyuunyu,98.88%,99765,100,6759,117,1140,502
1313,pl,2998346,sebek64,98.09%,38559,100,6758,39,627,290
1314,jp,1314651,Serah,99.32%,30349,100,6757,156,683,336
1315,jp,4984843,Endu,99.00%,60124,100,6757,40,705,1256
1316,se,2137924,Forsen,99.22%,55262,100,6757,45,484,643
1317,ru,1062960,JuZu,98.63%,45028,100,6756,33,1017,726
1318,de,1231180,Ezoda,98.31%,43091,101,6756,64,1791,1438
1319,ca,4960191,NPJn00bs,99.06%,65686,100,6756,15,243,721
1320,kr,673549,Beenzino,96.01%,70048,100,6756,33,694,627
1321,id,4642884,ruruuJr,99.12%,47208,100,6755,72,1035,1088
1322,jp,1924433,makise38,98.38%,137411,101,6754,80,1652,1318
1323,us,6404488,WillCookie,97.91%,25368,100,6754,87,643,444
1324,es,2511295,-Kaos,99.13%,83530,100,6754,53,999,698
1325,jp,1008703,T-lex,99.40%,96487,101,6752,437,2887,1038
1326,mx,5312102,HAKUDOSHY,99.04%,52770,100,6752,116,810,627
1327,ca,3001648,Darkform,98.29%,64174,100,6752,63,565,435
1328,us,6124018,Buro,98.98%,99638,100,6752,174,1582,830
1329,ar,2540245,ferchifiu,98.74%,82765,100,6751,17,516,583
1330,tw,1014013,- C l a i r e -,98.69%,17951,100,6750,62,870,406
1331,au,2257308,KebinTea,98.80%,55594,100,6750,108,957,1104
1332,it,3801459,Carretto,98.27%,85075,100,6749,2,371,579
1333,us,3776682,MichaelS271,99.26%,75164,100,6749,488,1588,994
1334,jp,1544433,HI_IM_TENMA,98.69%,51798,100,6748,26,612,958
1335,ua,5022536,-Ranndom-,99.11%,68944,101,6748,211,1208,891
1336,pt,5784075,LarssenArnaldo,99.29%,55482,100,6748,33,670,553
1337,id,5968633,Daffy,98.96%,27311,100,6747,42,622,735
1338,de,4596906,Curse,98.52%,80614,100,6746,16,829,978
1339,es,3182941,xelo ns,99.11%,80707,101,6746,300,3295,562
1340,my,3633477,TequilaWolf,98.62%,24849,100,6744,10,309,1081
1341,us,5056999,orangedough,99.03%,60690,100,6743,26,636,664
1342,jp,4694829,Yumia,99.24%,65391,101,6742,180,1227,872
1343,sg,1155871,Raindrop,99.39%,65038,100,6742,146,1585,1125
1344,us,2317990,My Angel Lako,99.02%,84974,100,6742,29,683,1118
1345,nl,3480244,MeowMeowKins,98.40%,45084,100,6741,41,537,442
1346,ph,5289722,Salazarino,99.41%,39909,100,6741,145,954,355
1347,us,3199927,twofor199,98.56%,53324,100,6739,26,580,793
1348,us,4219530,Cynosure,99.08%,35167,100,6738,13,414,414
1349,hn,2189709,Canozo,99.16%,47041,100,6738,128,838,376
1350,jp,1968452,Maozis,99.19%,58714,100,6738,704,1239,35
1351,hk,6959910,EMT -,98.73%,28108,100,6738,40,506,453
1352,es,6462387,[ xFrozZ ],98.71%,41291,100,6737,24,380,617
1353,us,3997788,a humble duck,98.58%,49542,100,6737,24,358,615
1354,it,3798482,K-Rebu,98.79%,122759,101,6737,32,1045,825
1355,us,3831425,Juhmall,99.15%,39270,100,6737,42,249,576
1356,gr,2415008,Grapheon,98.52%,108915,101,6735,12,550,538
1357,us,7342622,WombRaider___9,98.10%,23730,100,6734,6,269,421
1358,es,6937470,kazamabc,99.16%,71957,100,6734,39,651,651
1359,ca,6884370,jvt,98.78%,33042,100,6733,29,615,953
1360,fi,2327021,jon_chan,98.83%,44501,100,6733,73,511,554
1361,kr,2128311,[ Fakle ],98.16%,85089,100,6732,34,771,779
1362,pl,2385768,Shodan,99.07%,33789,100,6732,98,827,808
